dr7objid,dr8objid,objid
587742062128464097,1237667783353368747,1237667783353368747
587742062128529415,1237667783353434119,1237667783353434119
587742062129447053,1237667783354351758,1237667783354351758
587742062129578183,1237667783354482901,1237667783354482901
587742062130430001,1237667783355334698,1237667783355334698
587742062130888734,1237667783355793539,1237667783355793539
587742062131216540,1237667783356121288,1237667783356121288
587742062131216540,1237667783356121288,1237667783356121288
587742062131347592,1237667783356252296,1237667783356252296
587742062131544231,1237667783356448928,1237667783356448928
587742062132592821,1237667783357497522,1237667783357497522
587742062132592866,1237667783357497569,1237667783357497569
587742062133117063,1237667783358021680,1237667783358021680
587742062133117129,1237667783358021799,1237667783358021799
587742062133313651,1237667783358218349,1237667783358218349
587742062133510300,1237667783358415006,1237667783358415006
587742062133641232,1237667783358545985,1237667783358545985
587742062133772354,1237667783358677052,1237667783358677052
587742062133772417,1237667783358677117,1237667783358677117
587742062134296624,1237667783359201403,1237667783359201403
587742062134362158,1237667783359266862,1237667783359266862
587742062134427782,1237667783359332475,1237667783359332475
587742062675558561,1237667783900463241,1237667783900463241
587742062134886526,1237667783359791226,1237667783359791226
587742062134952105,1237667783359856822,1237667783359856822
587742062135148648,1237667783360053363,1237667783360053363
587742062135214300,1237667783360118987,1237667783360118987
587742062136066156,1237667783360970835,1237667783360970835
587742062676148294,1237667783901052979,1237667783901052979
587742062676475989,1237667783901380691,1237667783901380691
587742062676476005,1237667783901380705,1237667783901380705
587742062676541455,1237667783901446159,1237667783901446159
587742062676803642,1237667783901708394,1237667783901708394
587742062677131359,1237667783902036028,1237667783902036028
587742062677131422,1237667783902036099,1237667783902036099
587742062677393535,1237667783902298227,1237667783902298227
587742062678048844,1237667783902953531,1237667783902953531
587742062678114440,1237667783903019164,1237667783903019164
587742062136328373,1237667783361233061,1237667783361233061
587742062136983641,1237667783361888352,1237667783361888352
587742062136983671,1237667783361888385,1237667783361888385
587742062139211892,1237667783364116589,1237667783364116589
587742062680211615,1237667783905116292,1237667783905116292
587742061624230058,1237667782849134760,1237667782849134760
587742061624426768,1237667782849331469,1237667782849331469
587742061624557721,1237667782849462416,1237667782849462416
587742061624557730,1237667782849462427,1237667782849462427
587742062681325660,1237667783906230359,1237667783906230359
587742062139932813,1237667783364837497,1237667783364837497
587742062140129447,1237667783365034129,1237667783365034129
587742062682374200,1237667783907278901,1237667783907278901
587742062141046896,1237667783365951581,1237667783365951581
587742062141374521,1237667783366279207,1237667783366279207
587742062141374576,1237667783366279255,1237667783366279255
587742062682767563,1237667783907672272,1237667783907672272
587742061624688824,1237667782849593501,1237667782849593501
587742061624819727,1237667782849724707,1237667782849724707
587742061625016588,1237667782849921335,1237667782849921335
587742061625082088,1237667782849986858,1237667782849986858
587742061625147404,1237667782850052104,1237667782850052104
587742061625147618,1237667782850052342,1237667782850052342
587742062141636632,1237667783366541327,1237667783366541327
587742061625213134,1237667782850117844,1237667782850117844
587742062141767858,1237667783366672588,1237667783366672588
587742061625213161,1237667782850117876,1237667782850117876
587742061625344194,1237667782850248871,1237667782850248871
587742061625344296,1237667782850248976,1237667782850248976
587742061625475106,1237667782850379974,1237667782850379974
587742061625475315,1237667782850379998,1237667782850379998
587742061625606332,1237667782850511042,1237667782850511042
587742061625606223,1237667782850511132,1237667782850511132
587742062142160974,1237667783367065695,1237667783367065695
587742062142685277,1237667783367589960,1237667783367589960
587742062697971887,1237667783922876591,1237667783922876591
587742062145830983,1237667783370735680,1237667783370735680
587742062146289772,1237667783371194485,1237667783371194485
587742062698037306,1237667783922942102,1237667783922942102
587742062698102964,1237667783923007639,1237667783923007639
587742062147141697,1237667783372046385,1237667783372046385
587742062147207262,1237667783372112030,1237667783372112030
587742062150942753,1237667783375847533,1237667783375847533
587742062151532567,1237667783376437359,1237667783376437359
587742062151663675,1237667783376568364,1237667783376568364
587742062152908971,1237667783377813670,1237667783377813670
587742062153564205,1237667783378468900,1237667783378468900
587742062154219638,1237667783379124386,1237667783379124386
587742062154678434,1237667783379583115,1237667783379583115
587742062154875115,1237667783379779825,1237667783379779825
587742062154940488,1237667783379845192,1237667783379845192
587742062154940529,1237667783379845225,1237667783379845225
587742062155595913,1237667783380500621,1237667783380500621
587742062155923603,1237667783380828375,1237667783380828375
587742062155989170,1237667783380893897,1237667783380893897
587742062156185744,1237667783381090451,1237667783381090451
587742062156382262,1237667783381286961,1237667783381286961
587742062156382427,1237667783381287183,1237667783381287183
587742062156447973,1237667783381352682,1237667783381352682
587742188824756336,1237667910049661049,1237667910049661049
587742062158086166,1237667783382990933,1237667783382990933
587742062158086296,1237667783382991002,1237667783382991002
587742062158151840,1237667783383056538,1237667783383056538
587742062160183427,1237667783385088119,1237667783385088119
587742062160707723,1237667783385612442,1237667783385612442
587742062160707747,1237667783385612464,1237667783385612464
587742062160773172,1237667783385677990,1237667783385677990
587742062160969950,1237667783385874648,1237667783385874648
587742062161100904,1237667783386005592,1237667783386005592
587742062161100905,1237667783386005593,1237667783386005593
587742062161297608,1237667783386202325,1237667783386202325
587742062161494270,1237667783386398973,1237667783386398973
587742062161887357,1237667783386792051,1237667783386792051
587742062161952989,1237667783386857739,1237667783386857739
587742062162083916,1237667783386988592,1237667783386988592
587742062162083855,1237667783386988647,1237667783386988647
587742062162280606,1237667783387185309,1237667783387185309
587742062162280693,1237667783387185426,1237667783387185426
587742062162346151,1237667783387250825,1237667783387250825
587742062162608247,1237667783387512942,1237667783387512942
587742062162608408,1237667783387513130,1237667783387513130
587742062162673783,1237667783387578459,1237667783387578459
587742062162674028,1237667783387578719,1237667783387578719
587742062163001596,1237667783387906259,1237667783387906259
587742062163394791,1237667783388299477,1237667783388299477
587742062164770958,1237667783389675895,1237667783389675895
587742062164967631,1237667783389872319,1237667783389872319
587742062166540551,1237667783391445269,1237667783391445269
587742062166868106,1237667783391772787,1237667783391772787
587742062167064854,1237667783391969520,1237667783391969520
587742062167261340,1237667783392166017,1237667783392166017
587742062168113433,1237667783393018191,1237667783393018191
587742062168768779,1237667783393673547,1237667783393673547
587742062168768629,1237667783393673582,1237667783393673582
587742062169489866,1237667783394394544,1237667783394394544
587742062169620552,1237667783394525266,1237667783394525266
587742062169620855,1237667783394525585,1237667783394525585
587742062169686318,1237667783394591002,1237667783394591002
587742062169686396,1237667783394591094,1237667783394591094
587742062170341678,1237667783395246412,1237667783395246412
587742062170603854,1237667783395508535,1237667783395508535
587742062170603916,1237667783395508601,1237667783395508601
587742062170997103,1237667783395901814,1237667783395901814
587742062171128152,1237667783396032861,1237667783396032861
587742062171193770,1237667783396098251,1237667783396098251
587742062171193635,1237667783396098355,1237667783396098355
587742062171259076,1237667783396163800,1237667783396163800
587742062171324737,1237667783396229423,1237667783396229423
587742062171521091,1237667783396425968,1237667783396425968
587742062171521175,1237667783396426007,1237667783396426007
587742062171521176,1237667783396426008,1237667783396426008
587742062171586740,1237667783396491786,1237667783396491786
587742062171849130,1237667783396753834,1237667783396753834
587742188832030853,1237667910056935573,1237667910056935573
587742062172045740,1237667783396950428,1237667783396950428
587742062172045741,1237667783396950429,1237667783396950429
587742062172635376,1237667783397540090,1237667783397540090
587742062172766543,1237667783397671277,1237667783397671277
587742062172831804,1237667783397736510,1237667783397736510
587742062664351940,1237667783889256693,1237667783889256693
587742062665007135,1237667783889911838,1237667783889911838
587742062665269270,1237667783890173967,1237667783890173967
587742188832227434,1237667910057132130,1237667910057132130
587742188833013871,1237667910057918564,1237667910057918564
587742188833210477,1237667910058115215,1237667910058115215
587742188833276013,1237667910058180724,1237667910058180724
587742062665466068,1237667783890370824,1237667783890370824
587742188836225101,1237667910061129899,1237667910061129899
587742062669463586,1237667783894368410,1237667783894368410
587742062669856933,1237667783894761635,1237667783894761635
587742062671233126,1237667783896137824,1237667783896137824
587742062671298732,1237667783896203470,1237667783896203470
587742062671626334,1237667783896531030,1237667783896531030
587742062671757456,1237667783896662157,1237667783896662157
587742062671757519,1237667783896662233,1237667783896662233
587742062671822908,1237667783896727619,1237667783896727619
587742062671822919,1237667783896727632,1237667783896727632
587742062672347224,1237667783897251914,1237667783897251914
587742062672478309,1237667783897383027,1237667783897383027
587742062672674983,1237667783897579687,1237667783897579687
587742062672805967,1237667783897710661,1237667783897710661
587742062672937091,1237667783897841849,1237667783897841849
587742062673199227,1237667783898103927,1237667783898103927
587742062673461396,1237667783898366102,1237667783898366102
587742062673526933,1237667783898431692,1237667783898431692
587742062673854575,1237667783898759272,1237667783898759272
587742062673920125,1237667783898824868,1237667783898824868
587742062673920158,1237667783898824883,1237667783898824883
587742062673920174,1237667783898824909,1237667783898824909
587742062673920185,1237667783898824923,1237667783898824923
587742062673985633,1237667783898890419,1237667783898890419
587742062674051107,1237667783898955811,1237667783898955811
587742062674247727,1237667783899152490,1237667783899152490
587742062674247822,1237667783899152593,1237667783899152593
587742062674313226,1237667783899217934,1237667783899217934
587742062674444292,1237667783899348995,1237667783899348995
587742062674444400,1237667783899349128,1237667783899349128
587742062674444418,1237667783899349152,1237667783899349152
587742062674706566,1237667783899611265,1237667783899611265
587742062674772076,1237667783899676772,1237667783899676772
587742062674968623,1237667783899873330,1237667783899873330
587742190436286602,1237667911661191319,1237667911661191319
587742062678376522,1237667783903281233,1237667783903281233
587742062678573171,1237667783903477872,1237667783903477872
587742062679162911,1237667783904067606,1237667783904067606
587742062679425091,1237667783904329774,1237667783904329774
587742062679687280,1237667783904591977,1237667783904591977
587742062679752871,1237667783904657566,1237667783904657566
587742062679883839,1237667783904788530,1237667783904788530
587742062680604773,1237667783905509455,1237667783905509455
587742062680670311,1237667783905575015,1237667783905575015
587742062680735791,1237667783905640536,1237667783905640536
587742062680997918,1237667783905902657,1237667783905902657
587742062681456698,1237667783906361463,1237667783906361463
587742062683291745,1237667783908196458,1237667783908196458
587742062684274705,1237667783909179407,1237667783909179407
587742062684602419,1237667783909507131,1237667783909507131
587742062684864633,1237667783909769382,1237667783909769382
587742062688862372,1237667783913767072,1237667783913767072
587742062688927812,1237667783913832536,1237667783913832536
587742062689648755,1237667783914553427,1237667783914553427
587742062689779719,1237667783914684423,1237667783914684423
587742062692204616,1237667783917109315,1237667783917109315
587742062692270238,1237667783917174819,1237667783917174819
587742062692597852,1237667783917502556,1237667783917502556
587742062692597797,1237667783917502599,1237667783917502599
587742062692860033,1237667783917764739,1237667783917764739
587742062692925546,1237667783917830259,1237667783917830259
587742062693056609,1237667783917961412,1237667783917961412
587742062693187644,1237667783918092353,1237667783918092353
587742062693187675,1237667783918092392,1237667783918092392
587742062693187706,1237667783918092465,1237667783918092465
587742062693515405,1237667783918420162,1237667783918420162
587742062693974164,1237667783918878876,1237667783918878876
587742062693974164,1237667783918878876,1237667783918878876
587742062694170743,1237667783919075493,1237667783919075493
587742062695153865,1237667783920058568,1237667783920058568
587742062695219309,1237667783920123923,1237667783920123923
587742062695940195,1237667783920844858,1237667783920844858
587742062143209489,1237667783368114292,1237667783368114292
587742062696005799,1237667783920910520,1237667783920910520
587742062696071298,1237667783920976058,1237667783920976058
587742062696071343,1237667783920976112,1237667783920976112
587742062696136828,1237667783921041548,1237667783921041548
587742062696136899,1237667783921041609,1237667783921041609
587742189367066815,1237667910591971525,1237667910591971525
587742189367394426,1237667910592299141,1237667910592299141
587742189367394425,1237667910592299142,1237667910592299142
587742189367722135,1237667910592626810,1237667910592626810
587742189367787659,1237667910592692319,1237667910592692319
587742189367787682,1237667910592692350,1237667910592692350
587742189367918700,1237667910592823389,1237667910592823389
587742189368311867,1237667910593216633,1237667910593216633
587742062698233891,1237667783923138589,1237667783923138589
587742062698233993,1237667783923138709,1237667783923138709
587742062698365118,1237667783923269860,1237667783923269860
587742062698430702,1237667783923335398,1237667783923335398
587742062698430756,1237667783923335472,1237667783923335472
587742062698430670,1237667783923335577,1237667783923335577
587742062698496134,1237667783923400823,1237667783923400823
587742062698496172,1237667783923400825,1237667783923400825
587742062698496180,1237667783923400880,1237667783923400880
587742062698561682,1237667783923466421,1237667783923466421
587742062698561698,1237667783923466436,1237667783923466436
587742062698627235,1237667783923531952,1237667783923531952
587742062698758323,1237667783923663005,1237667783923663005
587742062699020516,1237667783923925158,1237667783923925158
587742062699544703,1237667783924449369,1237667783924449369
587742062699544685,1237667783924449531,1237667783924449531
587742062699675899,1237667783924580572,1237667783924580572
587742062699741340,1237667783924646091,1237667783924646091
587742062700462301,1237667783925367029,1237667783925367029
587742062701445413,1237667783926350110,1237667783926350110
587742062701838535,1237667783926743240,1237667783926743240
587742188824166520,1237667910049071276,1237667910049071276
587742188824559748,1237667910049464459,1237667910049464459
587742188824625218,1237667910049529919,1237667910049529919
587742189368443085,1237667910593347715,1237667910593347715
587742189368508484,1237667910593413183,1237667910593413183
587742188825542737,1237667910050447432,1237667910050447432
587742188825870438,1237667910050775140,1237667910050775140
587742188825935934,1237667910050840645,1237667910050840645
587742188826198148,1237667910051102757,1237667910051102757
587742188826787926,1237667910051692636,1237667910051692636
587742188827115596,1237667910052020298,1237667910052020298
587742188827312304,1237667910052217030,1237667910052217030
587742188827443294,1237667910052348041,1237667910052348041
587742188828164305,1237667910053069081,1237667910053069081
587742188828688607,1237667910053593307,1237667910053593307
587742188828754074,1237667910053658884,1237667910053658884
587742188829147258,1237667910054051948,1237667910054051948
587742188829540504,1237667910054445195,1237667910054445195
587742188829540509,1237667910054445197,1237667910054445197
587742188829868037,1237667910054772745,1237667910054772745
587742188829933623,1237667910054838311,1237667910054838311
587742188830064712,1237667910054969403,1237667910054969403
587742188830523450,1237667910055428172,1237667910055428172
587742188830654535,1237667910055559230,1237667910055559230
587742188830982211,1237667910055886902,1237667910055886902
587742188831703055,1237667910056607765,1237667910056607765
587742188831834210,1237667910056738908,1237667910056738908
587742188837732469,1237667910062637158,1237667910062637158
587742188838518878,1237667910063423570,1237667910063423570
587742188838912137,1237667910063816878,1237667910063816878
587742188840353931,1237667910065258615,1237667910065258615
587742189378994398,1237667910603899068,1237667910603899068
587742189380632687,1237667910605537526,1237667910605537526
587742188840681586,1237667910065586298,1237667910065586298
587742189900267680,1237667911125172378,1237667911125172378
587742189900398800,1237667911125303492,1237667911125303492
587742188841599155,1237667910066503850,1237667910066503850
587742188842647734,1237667910067552420,1237667910067552420
587742189900464281,1237667911125369076,1237667911125369076
587742189900529839,1237667911125434545,1237667911125434545
587742189900595324,1237667911125500030,1237667911125500030
587742189901316175,1237667911126220877,1237667911126220877
587742189901381745,1237667911126286432,1237667911126286432
587742189901512844,1237667911126417527,1237667911126417527
587742188843958531,1237667910068863287,1237667910068863287
587742188843958532,1237667910068863288,1237667910068863288
587742189901578393,1237667911126483090,1237667911126483090
587742188844023874,1237667910068928716,1237667910068928716
587742188844023875,1237667910068928717,1237667910068928717
587742189361430564,1237667910586335274,1237667910586335274
587742189361430656,1237667910586335349,1237667910586335349
587742189361561817,1237667910586466542,1237667910586466542
587742189361627253,1237667910586531956,1237667910586531956
587742189361627296,1237667910586532004,1237667910586532004
587742189361758304,1237667910586662997,1237667910586662997
587742190435893378,1237667911660798168,1237667911660798168
587742190436286529,1237667911661191227,1237667911661191227
587742190436286466,1237667911661191243,1237667911661191243
587742190436352138,1237667911661256926,1237667911661256926
587742190436417612,1237667911661322253,1237667911661322253
587742190437073011,1237667911661977704,1237667911661977704
587742190437335214,1237667911662239894,1237667911662239894
587742189361889376,1237667910586794061,1237667910586794061
587742189361954880,1237667910586859648,1237667910586859648
587742189361954994,1237667910586859685,1237667910586859685
587742190438580333,1237667911663485035,1237667911663485035
587742190439039004,1237667911663943706,1237667911663943706
587742190439563360,1237667911664468052,1237667911664468052
587742190439563349,1237667911664468193,1237667911664468193
587742190439628906,1237667911664533608,1237667911664533608
587742190439694397,1237667911664599092,1237667911664599092
587742190439956524,1237667911664861236,1237667911664861236
587742190439956598,1237667911664861374,1237667911664861374
587742190440022175,1237667911664926885,1237667911664926885
587742189362020404,1237667910586925109,1237667910586925109
587742190440087664,1237667911664992379,1237667911664992379
587742190440153163,1237667911665057858,1237667911665057858
587742190440153267,1237667911665057955,1237667911665057955
587742190440415434,1237667911665320114,1237667911665320114
587742190440743051,1237667911665647748,1237667911665647748
587742189362479266,1237667910587383969,1237667910587383969
587742190441070608,1237667911665975314,1237667911665975314
587742189362544721,1237667910587449422,1237667910587449422
587742189362806894,1237667910587711654,1237667910587711654
587742190442184955,1237667911667089633,1237667911667089633
587742189362872501,1237667910587777179,1237667910587777179
587742062690435165,1237667783915339873,1237667783915339873
587742062690500747,1237667783915405457,1237667783915405457
587742062691352651,1237667783916257355,1237667783916257355
587742062692008098,1237667783916912862,1237667783916912862
587742062692139010,1237667783917043715,1237667783917043715
587742189363068945,1237667910587973645,1237667910587973645
587742189363134595,1237667910588039287,1237667910588039287
587742062696464512,1237667783921369190,1237667783921369190
587742062697185376,1237667783922090066,1237667783922090066
587742062697185494,1237667783922090233,1237667783922090233
587742062697513113,1237667783922417811,1237667783922417811
587742062697513228,1237667783922417940,1237667783922417940
587742062697578655,1237667783922483367,1237667783922483367
587742062697644261,1237667783922548940,1237667783922548940
587742062697644185,1237667783922548974,1237667783922548974
587742190449721539,1237667911674626238,1237667911674626238
587742189368574139,1237667910593478804,1237667910593478804
587742189373620311,1237667910598525038,1237667910598525038
587742189374603400,1237667910599508094,1237667910599508094
587742189374603410,1237667910599508108,1237667910599508108
587742189374996521,1237667910599901349,1237667910599901349
587742189375914139,1237667910600818835,1237667910600818835
587742189376241837,1237667910601146507,1237667910601146507
587742189376372960,1237667910601277627,1237667910601277627
587742189376503932,1237667910601408637,1237667910601408637
587742189376634967,1237667910601539679,1237667910601539679
587742189377028193,1237667910601932860,1237667910601932860
587742191524511934,1237667912749416620,1237667912749416620
587742191524577415,1237667912749482106,1237667912749482106
587742191524774163,1237667912749678834,1237667912749678834
587742191525363853,1237667912750268531,1237667912750268531
587742189377028292,1237667910601932864,1237667910601932864
587742189377355783,1237667910602260575,1237667910602260575
587742189377618065,1237667910602522763,1237667910602522763
587742189377880174,1237667910602784857,1237667910602784857
587742189378207886,1237667910603112580,1237667910603112580
587742189378863353,1237667910603768004,1237667910603768004
587742189381484784,1237667910606389619,1237667910606389619
587742190166081662,1237667911122550899,1237667911122550899
587742189898039441,1237667911122944129,1237667911122944129
587742189899153420,1237667911124058220,1237667911124058220
587742189899546687,1237667911124451375,1237667911124451375
587742189899808889,1237667911124713589,1237667911124713589
587742189900136452,1237667911125041154,1237667911125041154
587742189900136506,1237667911125041320,1237667911125041320
587742191526477953,1237667912751382655,1237667912751382655
587742191526478000,1237667912751382703,1237667912751382703
587742189900202062,1237667911125106825,1237667911125106825
587742189900202143,1237667911125106886,1237667911125106886
587742191527067839,1237667912751972544,1237667912751972544
587742189902889062,1237667911127793759,1237667911127793759
587742191527329859,1237667912752234605,1237667912752234605
587742191527395466,1237667912752300137,1237667912752300137
587742189902889072,1237667911127793770,1237667911127793770
587742189903151246,1237667911128055981,1237667911128055981
587742189903216783,1237667911128121492,1237667911128121492
587742189903544427,1237667911128449121,1237667911128449121
587742189903872106,1237667911128776858,1237667911128776858
587742189903872146,1237667911128776900,1237667911128776900
587742189903937690,1237667911128842406,1237667911128842406
587742189904527498,1237667911129432172,1237667911129432172
587742189905051654,1237667911129956357,1237667911129956357
587742189905117235,1237667911130021937,1237667911130021937
587742189905117320,1237667911130022018,1237667911130022018
587742189905313815,1237667911130218521,1237667911130218521
587742189905641727,1237667911130546390,1237667911130546390
587742189906100250,1237667911131005011,1237667911131005011
587742189908000891,1237667911132905573,1237667911132905573
587742189908131854,1237667911133036643,1237667911133036643
587742189908983921,1237667911133888635,1237667911133888635
587742189911736402,1237667911136641271,1237667911136641271
587742189912129672,1237667911137034363,1237667911137034363
587742189913243671,1237667911138148471,1237667911138148471
587742189913309303,1237667911138213992,1237667911138213992
587742189913702619,1237667911138607327,1237667911138607327
587742189913833534,1237667911138738226,1237667911138738226
587742189913833704,1237667911138738403,1237667911138738403
587742189913833708,1237667911138738409,1237667911138738409
587742189913899126,1237667911138803820,1237667911138803820
587742189913899148,1237667911138803836,1237667911138803836
587742189914751162,1237667911139655832,1237667911139655832
587742189915341045,1237667911140245734,1237667911140245734
587742189916717195,1237667911141621874,1237667911141621874
587742189917438202,1237667911142342937,1237667911142342937
587742189917634707,1237667911142539376,1237667911142539376
587742189918027984,1237667911142932680,1237667911142932680
587742190434582596,1237667911659487299,1237667911659487299
587742190434910306,1237667911659815012,1237667911659815012
587742190434910321,1237667911659815024,1237667911659815024
587742190435172528,1237667911660077212,1237667911660077212
587742190435369123,1237667911660273823,1237667911660273823
587742190435500097,1237667911660404805,1237667911660404805
587742190437400746,1237667911662305462,1237667911662305462
587742190437466289,1237667911662370992,1237667911662370992
587742190437597286,1237667911662501993,1237667911662501993
587742190437793940,1237667911662698627,1237667911662698627
587742190437859464,1237667911662764146,1237667911662764146
588023668097220783,1237667914345414710,1237667914345414710
587742190441267317,1237667911666172018,1237667911666172018
587742190441464017,1237667911666368675,1237667911666368675
587742190441857215,1237667911666761958,1237667911666761958
587742190442053747,1237667911666958418,1237667911666958418
587742189363265699,1237667910588170401,1237667910588170401
587742189363331189,1237667910588236109,1237667910588236109
587742189363658866,1237667910588563573,1237667910588563573
587742189363920970,1237667910588825676,1237667910588825676
587742189364641858,1237667910589546562,1237667910589546562
587742189364641918,1237667910589546640,1237667910589546640
587742189364641988,1237667910589546738,1237667910589546738
587742189364707477,1237667910589612216,1237667910589612216
587742189364838580,1237667910589743303,1237667910589743303
587742189365035025,1237667910589939731,1237667910589939731
587742189365493799,1237667910590398499,1237667910590398499
587742189366345812,1237667910591250507,1237667910591250507
587742189366673493,1237667910591578195,1237667910591578195
587742189366739050,1237667910591643720,1237667910591643720
587742189366739144,1237667910591643876,1237667910591643876
587742189366804633,1237667910591709377,1237667910591709377
587742189366804633,1237667910591709377,1237667910591709377
587742189367001223,1237667910591905952,1237667910591905952
588023668637237375,1237667914885431393,1237667914885431393
587742190450573416,1237667911675478117,1237667911675478117
587742190450835605,1237667911675740298,1237667911675740298
587742190451032261,1237667911675936941,1237667911675936941
587742190451097612,1237667911676002314,1237667911676002314
587742190451097714,1237667911676002421,1237667911676002421
587742190451097732,1237667911676002438,1237667911676002438
587742190451163298,1237667911676067958,1237667911676067958
587742190451491006,1237667911676395697,1237667911676395697
587742190451753025,1237667911676657717,1237667911676657717
587742190451753167,1237667911676657870,1237667911676657870
587742190451818725,1237667911676723387,1237667911676723387
587742190452932754,1237667911677837509,1237667911677837509
587742190454440178,1237667911679344869,1237667911679344869
587742190972240030,1237667912197144743,1237667912197144743
587742190973091958,1237667912197996668,1237667912197996668
587742190973222921,1237667912198127621,1237667912198127621
587742190974337072,1237667912199241833,1237667912199241833
587742190974337178,1237667912199241881,1237667912199241881
587742190974337238,1237667912199242042,1237667912199242042
587742190974533786,1237667912199438501,1237667912199438501
587742190974533801,1237667912199438517,1237667912199438517
587742190974992410,1237667912199897107,1237667912199897107
587742190976368806,1237667912201273500,1237667912201273500
587742190976368836,1237667912201273526,1237667912201273526
587742190976434329,1237667912201339021,1237667912201339021
587742190976630932,1237667912201535628,1237667912201535628
587742190976696420,1237667912201601101,1237667912201601101
587742190976696576,1237667912201601244,1237667912201601244
587742190976761999,1237667912201666704,1237667912201666704
587742190977089729,1237667912201994449,1237667912201994449
587742190977286326,1237667912202191025,1237667912202191025
587742190977548372,1237667912202453068,1237667912202453068
587742190978990179,1237667912203895001,1237667912203895001
587742190978990267,1237667912203895022,1237667912203895022
587742190979055685,1237667912203960373,1237667912203960373
587742190979186691,1237667912204091465,1237667912204091465
588023669702131903,1237667915950325930,1237667915950325930
588023669703114952,1237667915951309013,1237667915951309013
587742190979776637,1237667912204681319,1237667912204681319
587742190980694130,1237667912205598801,1237667912205598801
587742190981611788,1237667912206516475,1237667912206516475
587742190982463522,1237667912207368218,1237667912207368218
587742190982529057,1237667912207433759,1237667912207433759
587742190983446709,1237667912208351385,1237667912208351385
587742190985347129,1237667912210251967,1237667912210251967
587742190986002708,1237667912210907364,1237667912210907364
587742190986330223,1237667912211234909,1237667912211234909
587742190987051218,1237667912211955887,1237667912211955887
587742190987051223,1237667912211955890,1237667912211955890
587742190987444393,1237667912212349094,1237667912212349094
587742190987509945,1237667912212414626,1237667912212414626
587742190987837628,1237667912212742305,1237667912212742305
587742190988361860,1237667912213266541,1237667912213266541
587742190989082785,1237667912213987458,1237667912213987458
588023669703114979,1237667915951309040,1237667915951309040
588023669703442594,1237667915951636638,1237667915951636638
588023669703639070,1237667915951833114,1237667915951833114
587742190991179953,1237667912216084616,1237667912216084616
587742190992097367,1237667912217002081,1237667912217002081
587742191508389957,1237667912733294659,1237667912733294659
587742191508717675,1237667912733622397,1237667912733622397
587742191508914311,1237667912733819026,1237667912733819026
587742191509110862,1237667912734015573,1237667912734015573
587742191510814839,1237667912735719587,1237667912735719587
587742191511470176,1237667912736374875,1237667912736374875
587742191511732275,1237667912736637026,1237667912736637026
587742191511797873,1237667912736702577,1237667912736702577
587742191512125538,1237667912737030242,1237667912737030242
587742191512256562,1237667912737161262,1237667912737161262
587742191512387708,1237667912737292399,1237667912737292399
587742191513043054,1237667912737947781,1237667912737947781
587742191513043178,1237667912737947910,1237667912737947910
587742191513174153,1237667912738078835,1237667912738078835
587742191513370753,1237667912738275505,1237667912738275505
587742191513436183,1237667912738340913,1237667912738340913
588023669705080928,1237667915953275052,1237667915953275052
587742191513501808,1237667912738406500,1237667912738406500
587742191513567384,1237667912738472099,1237667912738472099
587742191514878026,1237667912739782777,1237667912739782777
587742191514943591,1237667912739848346,1237667912739848346
587742549606006840,1237668270830911545,1237668270830911545
587742191514943575,1237667912739848414,1237667912739848414
587742191515926704,1237667912740831439,1237667912740831439
588023669705080966,1237667915953275095,1237667915953275095
587742191516319905,1237667912741224585,1237667912741224585
587742191516319920,1237667912741224611,1237667912741224611
587742191516450845,1237667912741355618,1237667912741355618
587742191517433898,1237667912742338626,1237667912742338626
587742191517761728,1237667912742666444,1237667912742666444
587742191517827159,1237667912742731840,1237667912742731840
587742191518220409,1237667912743125112,1237667912743125112
587742191519334579,1237667912744239381,1237667912744239381
587742191519400024,1237667912744304709,1237667912744304709
587742191520252013,1237667912745156705,1237667912745156705
587742191520383064,1237667912745287745,1237667912745287745
587742191520382993,1237667912745287800,1237667912745287800
587742191520448664,1237667912745353365,1237667912745353365
587742191520514190,1237667912745418884,1237667912745418884
587742191520645123,1237667912745549828,1237667912745549828
587742191521628252,1237667912746532952,1237667912746532952
588023669705146401,1237667915953340447,1237667915953340447
588023669705146558,1237667915953340580,1237667915953340580
588023669705146422,1237667915953340609,1237667915953340609
588023669705212005,1237667915953406062,1237667915953406062
587742191524118616,1237667912749023307,1237667912749023307
587742191524118625,1237667912749023317,1237667912749023317
587742191524380795,1237667912749285484,1237667912749285484
587742191525822604,1237667912750727315,1237667912750727315
587742191526346934,1237667912751251621,1237667912751251621
588023669705277460,1237667915953471495,1237667915953471495
588023669705342988,1237667915953537031,1237667915953537031
588023669705408640,1237667915953602673,1237667915953602673
588023669705408688,1237667915953602770,1237667915953602770
588023669705474171,1237667915953668220,1237667915953668220
587742191527919772,1237667912752824473,1237667912752824473
587742191528247375,1237667912753152195,1237667912753152195
587742191528640750,1237667912753545422,1237667912753545422
587742191528706153,1237667912753610863,1237667912753610863
587742191528837260,1237667912753741936,1237667912753741936
588023670780657799,1237667917028851846,1237667917028851846
588023670780657834,1237667917028851880,1237667917028851880
588023670781247627,1237667917029441696,1237667917029441696
588023668091912248,1237667914340106285,1237667914340106285
588023668092108964,1237667914340302989,1237667914340302989
588023668092174494,1237667914340368569,1237667914340368569
588023668092370964,1237667914340565013,1237667914340565013
588023668093091965,1237667914341286021,1237667914341286021
588023668093222931,1237667914341416980,1237667914341416980
588023668093223011,1237667914341417068,1237667914341417068
