dr7objid,dr8objid,objid,expAB_r
587722984427749573,1237648705652654263,1237648705652654263,0.4321665
587722984427880537,1237648705652785255,1237648705652785255,0.8144501
587722984428470433,1237648705653375133,1237648705653375133,0.6667359
587722984428601466,1237648705653506177,1237648705653506177,0.99306
587722984430174249,1237648705655079024,1237648705655079024,0.7775614
587722984430960834,1237648705655865521,1237648705655865521,0.5001275
587722984432074973,1237648705656979543,1237648705656979543,0.8914495
587722984432140394,1237648705657045111,1237648705657045111,0.3906421
587722984432271566,1237648705657176303,1237648705657176303,0.334895
587722984438235275,1237648705663140008,1237648705663140008,0.3999969
587722984438759519,1237648705663664205,1237648705663664205,0.4110943
587722984438956122,1237648705663860819,1237648705663860819,0.9032413
587722984438956161,1237648705663860854,1237648705663860854,0.6945549
587722984439021688,1237648705663926418,1237648705663926418,0.2330563
587722984439087352,1237648705663992052,1237648705663992052,0.5655909
587722984439545906,1237648705664450617,1237648705664450617,0.8182668
587722984440004754,1237648705664909449,1237648705664909449,0.5298167
587722984440004754,1237648705664909449,1237648705664909449,0.5298167
587722984441577705,1237648705666482446,1237648705666482446,0.2707874
587722984441708784,1237648705666613478,1237648705666613478,0.797671
587722984441839869,1237648705666744582,1237648705666744582,0.4302288
587722984441970763,1237648705666875478,1237648705666875478,0.9139426
587722984442167329,1237648705667072024,1237648705667072024,0.5703762
587722984442626278,1237648705667530977,1237648705667530977,0.9667329
587722984443085137,1237648705667989800,1237648705667989800,0.4171053
587722984443609389,1237648705668514084,1237648705668514084,0.5853603
587722984443609389,1237648705668514084,1237648705668514084,0.5853603
587722984443675042,1237648705668579770,1237648705668579770,0.8398491
587722984443675042,1237648705668579770,1237648705668579770,0.8398491
587722984444854472,1237648705669759182,1237648705669759182,0.63664
587722984444854472,1237648705669759182,1237648705669759182,0.63664
587722984444854544,1237648705669759269,1237648705669759269,0.3743646
587722984446165027,1237648705671069907,1237648705671069907,0.9279591
587722984450490722,1237648705675395430,1237648705675395430,0.7215307
587722984451473496,1237648705676378271,1237648705676378271,0.3986422
587722984451539341,1237648705676444008,1237648705676444008,0.7423418
587722984451801383,1237648705676705841,1237648705676705841,0.3750983
587722984451801467,1237648705676705925,1237648705676705925,0.3571339
587722984451997722,1237648705676902450,1237648705676902450,0.1629079
587722984452129419,1237648705677034085,1237648705677034085,0.5402991
587722984452653472,1237648705677558167,1237648705677558167,0.5156976
587722984452653718,1237648705677558431,1237648705677558431,0.8372326
587722984452784413,1237648705677689065,1237648705677689065,0.6088594
587722984452915400,1237648705677820519,1237648705677820519,0.9542575
587722984452981300,1237648705677886008,1237648705677886008,0.9302611
587722984453374414,1237648705678279110,1237648705678279110,0.4520073
587722984454029450,1237648705678934133,1237648705678934133,0.5459806
588848898820866283,1237648720138928502,1237648720138928502,0.4498977
588848899093430500,1237648720143057124,1237648720143057124,0.3477495
588848898825060453,1237648720143122520,1237648720143122520,0.5189705
588848898826109114,1237648720144171054,1237648720144171054,0.7713931
588848898826502272,1237648720144564346,1237648720144564346,0.5509117
588848898827288763,1237648720145350846,1237648720145350846,0.321375
588848898827812940,1237648720145875119,1237648720145875119,0.6746482
588848898827944016,1237648720146006094,1237648720146006094,0.5846062
588848898827944167,1237648720146006363,1237648720146006363,0.9866843
588848898828206227,1237648720146268354,1237648720146268354,0.5857867
588848898828206271,1237648720146268391,1237648720146268391,0.3500001
588848898828271734,1237648720146333923,1237648720146333923,0.5260605
588848898828468408,1237648720146530485,1237648720146530485,0.6885906
588848898828533784,1237648720146595857,1237648720146595857,0.6143339
588848898829385811,1237648720147447944,1237648720147447944,0.5208872
588848898829451481,1237648720147513541,1237648720147513541,0.3233562
588848898829779183,1237648720147841432,1237648720147841432,0.7338298
588848898830172381,1237648720148234635,1237648720148234635,0.544294
588848898830238055,1237648720148300174,1237648720148300174,0.5936234
588848898830434416,1237648720148496495,1237648720148496495,0.3809144
588848898830565510,1237648720148627653,1237648720148627653,0.3101152
588848898830565524,1237648720148627668,1237648720148627668,0.9727342
588848898830631098,1237648720148693178,1237648720148693178,0.33845
588848898831024228,1237648720149086374,1237648720149086374,0.6037732
588848898831155334,1237648720149217496,1237648720149217496,0.8603241
588848898831220896,1237648720149283041,1237648720149283041,0.6603929
588848898831351895,1237648720149413966,1237648720149413966,0.3820227
588848898831417441,1237648720149479525,1237648720149479525,0.3924241
588848898831417537,1237648720149479679,1237648720149479679,0.5393716
588848898831482918,1237648720149544996,1237648720149544996,0.8807609
588848898832007314,1237648720150069497,1237648720150069497,0.3602047
588848898832203944,1237648720150266053,1237648720150266053,0.2485259
588848898832662755,1237648720150724846,1237648720150724846,0.3146493
588848898832662660,1237648720150724863,1237648720150724863,0.886125
588848898832990354,1237648720151052419,1237648720151052419,0.9325623
587722983373930826,1237648704598835554,1237648704598835554,0.714105
587722982822969590,1237648704047874281,1237648704047874281,0.8290843
587722982822904063,1237648704047808740,1237648704047808740,0.199984
587722982822904063,1237648704047808740,1237648704047808740,0.199984
587722982297305128,1237648703522209820,1237648703522209820,0.7320377
587722982294094056,1237648703518998743,1237648703518998743,0.6628576
587722982294094056,1237648703518998743,1237648703518998743,0.6628576
587722981769216947,1237648702994121855,1237648702994121855,0.5718612
587722981752897881,1237648702977802570,1237648702977802570,0.8718708
587722981752897881,1237648702977802570,1237648702977802570,0.8718708
587722981749227687,1237648702974132393,1237648702974132393,0.2392501
587722981749227687,1237648702974132393,1237648702974132393,0.2392501
587722954381394424,1237648675606299146,1237648675606299146,0.5912799
587722954381132388,1237648675606037143,1237648675606037143,0.3301679
587722954380935700,1237648675605840419,1237648675605840419,0.6992927
587722953844850900,1237648675069756058,1237648675069756058,0.6539367
587722952234434785,1237648673459339459,1237648673459339459,0.2120359
587722951697367780,1237648672922272666,1237648672922272666,0.2017516
587722951696515736,1237648672921419791,1237648672921419791,0.7019144
587722982836863440,1237648704061768134,1237648704061768134,0.3788096
587722982836863440,1237648704061768134,1237648704061768134,0.3788096
587722982829195290,1237648704054099996,1237648704054099996,0.6348194
587722982829195290,1237648704054099996,1237648704054099996,0.6348194
587722984437973151,1237648705662877841,1237648705662877841,0.6800417
587722984433778843,1237648705658683565,1237648705658683565,0.6131176
587722984433778843,1237648705658683565,1237648705658683565,0.6131176
587722983899791602,1237648705124696274,1237648705124696274,0.9111965
587722983899791602,1237648705124696274,1237648705124696274,0.9111965
587722953308700809,1237648674533605504,1237648674533605504,0.7312445
588848898825978142,1237648720144040242,1237648720144040242,0.9231902
587722984449638662,1237648705674543395,1237648705674543395,0.3044657
587722984441249867,1237648705666154765,1237648705666154765,0.3223816
587722984441249867,1237648705666154765,1237648705666154765,0.3223816
587722984433975411,1237648705658880113,1237648705658880113,0.8213126
587722984433975411,1237648705658880113,1237648705658880113,0.8213126
587722984431026303,1237648705655931000,1237648705655931000,0.2929034
587722984423096413,1237648705648001114,1237648705648001114,0.8424041
587722984423096413,1237648705648001114,1237648705648001114,0.8424041
587722983897628921,1237648705122533622,1237648705122533622,0.9033342
587722982836928941,1237648704061833634,1237648704061833634,0.5722979
587722982836928941,1237648704061833634,1237648704061833634,0.5722979
587722982828540258,1237648704053444717,1237648704053444717,0.8580455
587722982828540258,1237648704053444717,1237648704053444717,0.8580455
587722982828540257,1237648704053444715,1237648704053444715,0.4729863
587722982828146968,1237648704053051658,1237648704053051658,0.4571984
587722982813728907,1237648704038633641,1237648704038633641,0.1155409
587722982306676826,1237648703531581527,1237648703531581527,0.4749871
587722982306676826,1237648703531581527,1237648703531581527,0.4749871
587722982300057611,1237648703524962319,1237648703524962319,0.5243708
587722982300057611,1237648703524962319,1237648703524962319,0.5243708
587722982291865888,1237648703516770630,1237648703516770630,0.4177087
587722982291865888,1237648703516770630,1237648703516770630,0.4177087
587722982283018474,1237648703507923174,1237648703507923174,0.8908832
587722982271287386,1237648703496192128,1237648703496192128,0.3023031
587722981766004993,1237648702990909715,1237648702990909715,0.5428979
587722954380214958,1237648675605119699,1237648675605119699,0.4423053
587722953845047321,1237648675069952021,1237648675069952021,0.4896423
587722953844392536,1237648675069297255,1237648675069297255,0.6596083
587722953307521698,1237648674532426417,1237648674532426417,0.7295641
587722952771896174,1237648673996800877,1237648673996800877,0.7593645
587722952232337872,1237648673457242589,1237648673457242589,0.7673774
587722951695794768,1237648672920699725,1237648672920699725,0.7747531
587722951695467106,1237648672920371812,1237648672920371812,0.6549833
587722951694942633,1237648672919847337,1237648672919847337,0.5875927
587722983366328355,1237648704591233054,1237648704591233054,0.3086444
587722983366328355,1237648704591233054,1237648704591233054,0.3086444
587722982823952463,1237648704048857286,1237648704048857286,0.7596546
587722982820085837,1237648704044990625,1237648704044990625,0.8836566
587722952231944541,1237648673456849257,1237648673456849257,0.3661313
587722952231944531,1237648673456849247,1237648673456849247,0.2986909
587722951695335816,1237648672920240469,1237648672920240469,0.8873605
588848898825978048,1237648720144040094,1237648720144040094,0.2038928
587722984454357695,1237648705679262457,1237648705679262457,0.8676816
587722984454357695,1237648705679262457,1237648705679262457,0.8676816
587722984450818510,1237648705675723265,1237648705675723265,0.9153203
587722984443740407,1237648705668645107,1237648705668645107,0.6000512
587722984443740407,1237648705668645107,1237648705668645107,0.6000512
587722984440529101,1237648705665433832,1237648705665433832,0.3695077
587722984440529101,1237648705665433832,1237648705665433832,0.3695077
587722984440528989,1237648705665433694,1237648705665433694,0.9371815
587722984440528920,1237648705665433627,1237648705665433627,0.2423442
587722984437776555,1237648705662681255,1237648705662681255,0.4380721
587722984437776555,1237648705662681255,1237648705662681255,0.4380721
587722984431616127,1237648705656520828,1237648705656520828,0.5836974
587722984428929199,1237648705653833888,1237648705653833888,0.7870623
587722984428929199,1237648705653833888,1237648705653833888,0.7870623
587722984428929196,1237648705653833883,1237648705653833883,0.2297175
587722984428798071,1237648705653702788,1237648705653702788,0.8074167
587722984428798071,1237648705653702788,1237648705653702788,0.8074167
587722984419623048,1237648705644527824,1237648705644527824,0.2250831
587722983906017450,1237648705130922138,1237648705130922138,0.4936176
587722983906017450,1237648705130922138,1237648705130922138,0.4936176
587722983906017450,1237648705130922138,1237648705130922138,0.4936176
587722983897956623,1237648705122861317,1237648705122861317,0.4069608
587722983894155384,1237648705119060073,1237648705119060073,0.3267736
587722983884390492,1237648705109295187,1237648705109295187,0.1566839
587722983884390492,1237648705109295187,1237648705109295187,0.1566839
587722983882227818,1237648705107132511,1237648705107132511,0.1781513
587722983376552338,1237648704601456979,1237648704601456979,0.1762558
587722983370981684,1237648704595886338,1237648704595886338,0.2031162
587722983367639056,1237648704592543756,1237648704592543756,0.3253636
587722983367639056,1237648704592543756,1237648704592543756,0.3253636
587722983363969173,1237648704588873859,1237648704588873859,0.3815454
587722983363969173,1237648704588873859,1237648704588873859,0.3815454
587722983350075410,1237648704574980137,1237648704574980137,0.2944585
587722983350075410,1237648704574980137,1237648704574980137,0.2944585
587722983345815678,1237648704570720388,1237648704570720388,0.9530051
587722983345815678,1237648704570720388,1237648704570720388,0.9530051
587722983344570515,1237648704569475238,1237648704569475238,0.2446161
587722982840926615,1237648704065831311,1237648704065831311,0.7299373
587722982836994423,1237648704061899189,1237648704061899189,0.4566137
587722982836928969,1237648704061833675,1237648704061833675,0.3064372
587722982836928969,1237648704061833675,1237648704061833675,0.3064372
587722982830113139,1237648704055017848,1237648704055017848,0.9405372
587722982829195501,1237648704054100192,1237648704054100192,0.8457334
587722982829195501,1237648704054100192,1237648704054100192,0.8457334
587722982828212482,1237648704053117153,1237648704053117153,0.7061192
587722982827491448,1237648704052396136,1237648704052396136,0.4561152
587722982826180697,1237648704051085385,1237648704051085385,0.8226584
587722982826180697,1237648704051085385,1237648704051085385,0.8226584
587722982824345850,1237648704049250518,1237648704049250518,0.2569132
587722982820282434,1237648704045187240,1237648704045187240,0.9154052
587722982818578613,1237648704043483329,1237648704043483329,0.2895652
587722982818578613,1237648704043483329,1237648704043483329,0.2895652
587722982818578561,1237648704043483279,1237648704043483279,0.6432944
587722982809927817,1237648704034832646,1237648704034832646,0.2279378
587722982807699585,1237648704032604253,1237648704032604253,0.8161578
587722982292521121,1237648703517425946,1237648703517425946,0.5291589
587722982292521121,1237648703517425946,1237648703517425946,0.5291589
587722982291013769,1237648703515918442,1237648703515918442,0.9091874
587722982277447770,1237648703502352461,1237648703502352461,0.5730844
587722982275481643,1237648703500386420,1237648703500386420,0.4622957
587722982274498694,1237648703499403489,1237648703499403489,0.7401247
587722982274498694,1237648703499403489,1237648703499403489,0.7401247
587722982274498699,1237648703499403461,1237648703499403461,0.3204757
587722982274498699,1237648703499403461,1237648703499403461,0.3204757
587722982271746206,1237648703496650934,1237648703496650934,0.3204267
587722981770068857,1237648702994973710,1237648702994973710,0.6690125
587722981770068857,1237648702994973710,1237648702994973710,0.6690125
587722981770068827,1237648702994973259,1237648702994973259,0.4244205
587722981770068827,1237648702994973259,1237648702994973259,0.4244205
587722981750669529,1237648702975574253,1237648702975574253,0.875716
587722981750669440,1237648702975574175,1237648702975574175,0.700582
587722981748834455,1237648702973739135,1237648702973739135,0.2755833
587722981748834455,1237648702973739135,1237648702973739135,0.2755833
587722981745492158,1237648702970396859,1237648702970396859,0.9446863
587722981745295552,1237648702970200259,1237648702970200259,0.160363
587722981744771128,1237648702969675832,1237648702969675832,0.349977
587722981744771128,1237648702969675832,1237648702969675832,0.349977
587722981739987057,1237648702964891775,1237648702964891775,0.2175675
587722981739987057,1237648702964891775,1237648702964891775,0.2175675
587722981736775767,1237648702961680476,1237648702961680476,0.60865
587722954379886663,1237648675604791366,1237648675604791366,0.8393986
587722954379493747,1237648675604398424,1237648675604398424,0.5431256
587722953844457830,1237648675069362530,1237648675069362530,0.6036793
587722953843343654,1237648675068248607,1237648675068248607,0.4165653
587722953840984474,1237648675065889199,1237648675065889199,0.6662411
587722953309618947,1237648674534523501,1237648674534523501,0.3678637
587722953309618947,1237648674534523501,1237648674534523501,0.3678637
587722953306079499,1237648674530984187,1237648674530984187,0.6079786
587722952769536435,1237648673994441104,1237648673994441104,0.6983548
587722952768946508,1237648673993851177,1237648673993851177,0.5263081
587722952768815586,1237648673993720299,1237648673993720299,0.2480144
587722952236139218,1237648673461043923,1237648673461043923,0.8030803
587722952236139218,1237648673461043923,1237648673461043923,0.8030803
587722952234631266,1237648673459535952,1237648673459535952,0.3788768
587722952234238568,1237648673459143541,1237648673459143541,0.7416741
587722952234173117,1237648673459077777,1237648673459077777,0.6637394
587722952233517507,1237648673458422157,1237648673458422157,0.385756
587722952233321014,1237648673458225803,1237648673458225803,0.7573547
587722952232862006,1237648673457766684,1237648673457766684,0.2900694
587722952232731278,1237648673457636009,1237648673457636009,0.5561812
587722952232141216,1237648673457045965,1237648673457045965,0.4357362
587722952232075695,1237648673456980400,1237648673456980400,0.5434175
587722952231944584,1237648673456849311,1237648673456849311,0.542528
587722952231944584,1237648673456849311,1237648673456849311,0.542528
587722952231813619,1237648673456718301,1237648673456718301,0.4428394
587722952231092543,1237648673455997236,1237648673455997236,0.5025979
587722952230240688,1237648673455145351,1237648673455145351,0.6990988
587722952230240617,1237648673455145262,1237648673455145262,0.8124892
587722951699006106,1237648672923910742,1237648672923910742,0.5842013
587722951699006106,1237648672923910742,1237648672923910742,0.5842013
587722951698612978,1237648672923517668,1237648672923517668,0.3141675
587722951698612978,1237648672923517668,1237648672923517668,0.3141675
587722951698088610,1237648672922993303,1237648672922993303,0.219011
587722951696187911,1237648672921092653,1237648672921092653,0.7388708
587722951696187942,1237648672921092582,1237648672921092582,0.4090868
587722951695204870,1237648672920109648,1237648672920109648,0.3596963
587722951695008088,1237648672919912782,1237648672919912782,0.2619343
587722951694811417,1237648672919716089,1237648672919716089,0.8780233
587722983883931724,1237648705108836415,1237648705108836415,0.9256232
587722983883931718,1237648705108836414,1237648705108836414,0.63051
587722983345488015,1237648704570392716,1237648704570392716,0.7857423
587722983345488007,1237648704570392710,1237648704570392710,0.6099123
587722983345488007,1237648704570392710,1237648704570392710,0.6099123
587722982828015808,1237648704052920522,1237648704052920522,0.5213252
587722982810386506,1237648704035291200,1237648704035291200,0.6430016
587722982291669182,1237648703516573948,1237648703516573948,0.8330839
587722952772158373,1237648673997062939,1237648673997062939,0.6614553
