dr7objid,dr8objid,objid,expAB_r
588007004718563360,1237651250966757412,1237651250966757412,0.8240177
588007004719022251,1237651250967216262,1237651250967216262,0.7350168
588007004719939726,1237651250968133932,1237651250968133932,0.6864437
588007004720201914,1237651250968395966,1237651250968395966,0.7397323
588007004720332887,1237651250968526922,1237651250968526922,0.3889308
588007004720922800,1237651250969116820,1237651250969116820,0.8089867
588007004720922801,1237651250969116824,1237651250969116824,0.8925086
588007004720988300,1237651250969182360,1237651250969182360,0.249819
588007004721053888,1237651250969247915,1237651250969247915,0.398618
588007004721512662,1237651250969706702,1237651250969706702,0.8188576
588007004722364592,1237651250970558632,1237651250970558632,0.577632
588007004724986087,1237651250973180100,1237651250973180100,0.5679191
588007004724986087,1237651250973180100,1237651250973180100,0.5679191
588007004725379240,1237651250973573273,1237651250973573273,0.5818802
588007004725379240,1237651250973573273,1237651250973573273,0.5818802
588007004725772437,1237651250973966484,1237651250973966484,0.7526037
588007004725838007,1237651250974032023,1237651250974032023,0.2000004
588007004725838007,1237651250974032023,1237651250974032023,0.2000004
588007004726296808,1237651250974490890,1237651250974490890,0.8836694
588007004726427860,1237651250974621865,1237651250974621865,0.8048522
588007004726493448,1237651250974687509,1237651250974687509,0.7480229
588007004726493450,1237651250974687512,1237651250974687512,0.4748979
588007004726493477,1237651250974687540,1237651250974687540,0.7050357
588007004726755391,1237651250974949418,1237651250974949418,0.5701331
588007004726755545,1237651250974949571,1237651250974949571,0.6466288
588007004726821174,1237651250975015184,1237651250975015184,0.4853219
588007004727476459,1237651250975670525,1237651250975670525,0.5511422
588007004728131832,1237651250976325830,1237651250976325830,0.5807101
588007004728394024,1237651250976588043,1237651250976588043,0.4748602
588007004728524980,1237651250976718988,1237651250976718988,0.6215706
588007004728525079,1237651250976719099,1237651250976719099,0.8536105
588007004728590551,1237651250976784585,1237651250976784585,0.5660667
588007004728656038,1237651250976850060,1237651250976850060,0.3975823
588007004728852588,1237651250977046609,1237651250977046609,0.5629525
588007004728852734,1237651250977046750,1237651250977046750,0.8863155
588007004728918028,1237651250977112216,1237651250977112216,0.5076162
588007004729049222,1237651250977243258,1237651250977243258,0.603693
588007004729442550,1237651250977636652,1237651250977636652,0.671986
588007004729835666,1237651250978029704,1237651250978029704,0.5201774
588007004729901336,1237651250978095391,1237651250978095391,0.2453375
588007004729966850,1237651250978160689,1237651250978160689,0.9232846
588007004729966881,1237651250978160910,1237651250978160910,0.6907508
588007004730360121,1237651250978554252,1237651250978554252,0.4904394
588007004731408702,1237651250979602720,1237651250979602720,0.8418518
588007004731474247,1237651250979668269,1237651250979668269,0.5440995
588007005229810004,1237651251478004068,1237651251478004068,0.2158751
588007005230399933,1237651251478593995,1237651251478593995,0.7911865
588007005230858375,1237651251479052407,1237651251479052407,0.3939955
588007005230858375,1237651251479052407,1237651251479052407,0.3939955
588007005233414321,1237651251481608399,1237651251481608399,0.2347315
588007005233676537,1237651251481870438,1237651251481870438,0.8793506
588007005233676558,1237651251481870619,1237651251481870619,0.8368677
588007005234004162,1237651251482198248,1237651251482198248,0.7418017
588007005234069722,1237651251482263771,1237651251482263771,0.8165378
588007005234397380,1237651251482591419,1237651251482591419,0.579846
588007005234462981,1237651251482657005,1237651251482657005,0.5000031
588007005234462842,1237651251482657014,1237651251482657014,0.6689945
588007005234790598,1237651251482984656,1237651251482984656,0.7588814
588007005234856036,1237651251483050262,1237651251483050262,0.710763
588007005234856197,1237651251483050288,1237651251483050288,0.8636418
588007005234921686,1237651251483115730,1237651251483115730,0.3548319
588007005235052708,1237651251483246733,1237651251483246733,0.3526988
588007005236101236,1237651251484295285,1237651251484295285,0.5393158
588007005236232425,1237651251484426466,1237651251484426466,0.359567
588007005236297960,1237651251484491984,1237651251484491984,0.7209207
588007005236297987,1237651251484492037,1237651251484492037,0.4339903
588007005237149879,1237651251485343925,1237651251485343925,0.5842742
588007005237477582,1237651251485671638,1237651251485671638,0.9771845
588007005237608580,1237651251485802601,1237651251485802601,0.6710151
588007005237805174,1237651251485999336,1237651251485999336,0.7375343
588007005237936335,1237651251486130360,1237651251486130360,0.5872691
588007005238067326,1237651251486261354,1237651251486261354,0.6948212
588007005238132950,1237651251486326993,1237651251486326993,0.7541797
588007005238722653,1237651251486916690,1237651251486916690,0.8427065
588007005238722746,1237651251486916785,1237651251486916785,0.8682604
588007005239247076,1237651251487441120,1237651251487441120,0.9998593
588007005239312444,1237651251487506512,1237651251487506512,0.7971889
588007005239312520,1237651251487506592,1237651251487506592,0.6761386
588007005239443583,1237651251487637612,1237651251487637612,0.3162793
588007005239443627,1237651251487637661,1237651251487637661,0.3830517
588007005239509198,1237651251487703210,1237651251487703210,0.6436195
588007005239574641,1237651251487768668,1237651251487768668,0.6944175
588007005239902217,1237651251488096346,1237651251488096346,0.5836435
588007005239968209,1237651251488162234,1237651251488162234,0.6796899
588007005241213023,1237651251489407042,1237651251489407042,0.2774999
588007005241409675,1237651251489603728,1237651251489603728,0.525955
588007005241475162,1237651251489669199,1237651251489669199,0.6187171
588007005241540704,1237651251489734741,1237651251489734741,0.4291421
588007005241540726,1237651251489734765,1237651251489734765,0.7615752
588007005241802816,1237651251489996858,1237651251489996858,0.305819
588007005244358735,1237651251492552894,1237651251492552894,0.6197457
588007005254254717,1237651251502448760,1237651251502448760,0.6707332
588007005255303271,1237651251503497319,1237651251503497319,0.1907808
588007005255499907,1237651251503693971,1237651251503693971,0.4488626
588007005255696611,1237651251503890654,1237651251503890654,0.6094415
588007005256941646,1237651251505135720,1237651251505135720,0.4264974
588007005257334816,1237651251505528960,1237651251505528960,0.5797017
588007005257531545,1237651251505725567,1237651251505725567,0.2177851
588007005257531560,1237651251505725574,1237651251505725574,0.2524451
588007005257597030,1237651251505791065,1237651251505791065,0.6673063
588007005257662593,1237651251505856639,1237651251505856639,0.3829056
588007005257728038,1237651251505922118,1237651251505922118,0.7711209
588007005257793553,1237651251505987714,1237651251505987714,0.5208191
588007005257793727,1237651251505987787,1237651251505987787,0.3348146
588007005258318053,1237651251506512111,1237651251506512111,0.4971674
588007005259169883,1237651251507363917,1237651251507363917,0.4858889
588007005259301282,1237651251507495307,1237651251507495307,0.8226018
588007005259432114,1237651251507626148,1237651251507626148,0.2499607
588007005261594628,1237651251509788677,1237651251509788677,0.4320126
588007005261988013,1237651251510182063,1237651251510182063,0.9314359
588007005261988013,1237651251510182063,1237651251510182063,0.9314359
588007005263036612,1237651251511230637,1237651251511230637,0.5312225
588007005263298889,1237651251511492901,1237651251511492901,0.5803538
588007005263298700,1237651251511492909,1237651251511492909,0.6379964
588007005263298896,1237651251511492923,1237651251511492923,0.5386602
588007005263691988,1237651251511886064,1237651251511886064,0.472054
588007005263757451,1237651251511951475,1237651251511951475,0.7583026
588007005263757584,1237651251511951599,1237651251511951599,0.8859102
588007005263823053,1237651251512017170,1237651251512017170,0.2141656
588007005264347303,1237651251512541344,1237651251512541344,0.4704924
588007005264347365,1237651251512541412,1237651251512541412,0.5838669
588007005264347365,1237651251512541414,1237651251512541414,0.5894979
588007005264609294,1237651251512803506,1237651251512803506,0.9967485
588007005264675005,1237651251512869025,1237651251512869025,0.2697626
588007005265526847,1237651251513721057,1237651251513721057,0.1921412
588007005265527094,1237651251513721098,1237651251513721098,0.828325
588007005265592502,1237651251513786571,1237651251513786571,0.2621282
588007005265592536,1237651251513786604,1237651251513786604,0.7637321
588007005265658061,1237651251513852054,1237651251513852054,0.3653759
588007005265789094,1237651251513983150,1237651251513983150,0.2199301
588007005265854799,1237651251514048834,1237651251514048834,0.2618274
588007005267230917,1237651251515424982,1237651251515424982,0.7958894
588007005267296323,1237651251515490342,1237651251515490342,0.8203375
588007005268803749,1237651251516997745,1237651251516997745,0.642382
588007005268869460,1237651251517063497,1237651251517063497,0.8038143
588007005767467391,1237651252015661443,1237651252015661443,0.2594417
588007005768057173,1237651252016251245,1237651252016251245,0.2259817
588007005769564370,1237651252017758414,1237651252017758414,0.5545632
588007005769564370,1237651252017758414,1237651252017758414,0.5545632
588007005770285197,1237651252018479361,1237651252018479361,0.671693
588007005770678383,1237651252018872452,1237651252018872452,0.5463614
588007005770744131,1237651252018938176,1237651252018938176,0.6646444
588007005770809503,1237651252019003588,1237651252019003588,0.5679275
588007005770809444,1237651252019003680,1237651252019003680,0.5566357
588007005771333817,1237651252019527876,1237651252019527876,0.9570358
588007005771399321,1237651252019593392,1237651252019593392,0.8300736
588007005771726876,1237651252019920930,1237651252019920930,0.5433128
588007005771792512,1237651252019986561,1237651252019986561,0.39992
588007005771858130,1237651252020052183,1237651252020052183,0.4164937
588007005771858136,1237651252020052189,1237651252020052189,0.6247382
588007005774544900,1237651252022738949,1237651252022738949,0.6685254
588007005775396895,1237651252023590944,1237651252023590944,0.636869
588007005775528136,1237651252023722239,1237651252023722239,0.4231845
588007005775659184,1237651252023853214,1237651252023853214,0.2777207
588007005775659228,1237651252023853273,1237651252023853273,0.8249379
588007005775790251,1237651252023984351,1237651252023984351,0.4499993
588007005775855823,1237651252024049880,1237651252024049880,0.9408841
588007005775921322,1237651252024115353,1237651252024115353,0.6616678
588007005776314482,1237651252024508535,1237651252024508535,0.3903491
588007005776314497,1237651252024508550,1237651252024508550,0.770393
588007005776576607,1237651252024770644,1237651252024770644,0.5174875
588007005776904382,1237651252025098458,1237651252025098458,0.4112193
588007005776904392,1237651252025098472,1237651252025098472,0.400001
588007005777232067,1237651252025426116,1237651252025426116,0.7923142
588007005777821721,1237651252026015914,1237651252026015914,0.5656172
588007005778542738,1237651252026736773,1237651252026736773,0.3286402
588007005778804833,1237651252026998877,1237651252026998877,0.3796561
588007005779460186,1237651252027654232,1237651252027654232,0.7407292
588007005780377780,1237651252028571827,1237651252028571827,0.8733605
588007005780574365,1237651252028768400,1237651252028768400,0.8619036
588007005781688364,1237651252029882513,1237651252029882513,0.6228831
588007005792436240,1237651252040630284,1237651252040630284,0.4288952
588007005792633018,1237651252040827058,1237651252040827058,0.9003305
588007005794271338,1237651252042465374,1237651252042465374,0.6888368
588007005794599069,1237651252042793107,1237651252042793107,0.2434033
588007005794664532,1237651252042858608,1237651252042858608,0.4183353
588007005795188855,1237651252043382890,1237651252043382890,0.2632502
588007005795647691,1237651252043841699,1237651252043841699,0.3500016
588007005796302977,1237651252044497024,1237651252044497024,0.936183
588007005796368506,1237651252044562546,1237651252044562546,0.3129315
588007005797482609,1237651252045676695,1237651252045676695,0.6267251
588007005797679476,1237651252045873546,1237651252045873546,0.4647476
588007005798990029,1237651252047184064,1237651252047184064,0.9540865
588007005799055545,1237651252047249548,1237651252047249548,0.3061282
588007005800104033,1237651252048298242,1237651252048298242,0.3965954
588007005800235241,1237651252048429282,1237651252048429282,0.6498675
588007005800300631,1237651252048494720,1237651252048494720,0.6738958
588007005800628461,1237651252048822466,1237651252048822466,0.5499144
588007005800956117,1237651252049150168,1237651252049150168,0.8643707
588007005801087122,1237651252049281152,1237651252049281152,0.7779632
588007005801480571,1237651252049674640,1237651252049674640,0.7165802
588007005801611291,1237651252049805337,1237651252049805337,0.3746302
588007005801808183,1237651252050002228,1237651252050002228,0.2887002
588007005801939218,1237651252050133263,1237651252050133263,0.3238006
588007005802135796,1237651252050329814,1237651252050329814,0.5965513
588007005802463525,1237651252050657543,1237651252050657543,0.6795984
588007005802463562,1237651252050657577,1237651252050657577,0.6561354
588007005802463590,1237651252050657612,1237651252050657612,0.6047755
588007005802528832,1237651252050723087,1237651252050723087,0.9201753
588007005802660078,1237651252050854104,1237651252050854104,0.2269383
588007005803249770,1237651252051443874,1237651252051443874,0.916265
588007005803446541,1237651252051640631,1237651252051640631,0.5352057
588007005803642940,1237651252051836978,1237651252051836978,0.2966142
588007005804429633,1237651252052623659,1237651252052623659,0.3708645
588007005804626242,1237651252052820378,1237651252052820378,0.9332213
588007005805019376,1237651252053213397,1237651252053213397,0.7750042
588007005805084757,1237651252053278807,1237651252053278807,0.2005479
588007005805084881,1237651252053279163,1237651252053279163,0.4141974
588007005805150508,1237651252053344534,1237651252053344534,0.559875
588007005805215841,1237651252053409863,1237651252053409863,0.6311203
588007005805281568,1237651252053475685,1237651252053475685,0.468726
588007005805347138,1237651252053541175,1237651252053541175,0.4449097
588007005805478185,1237651252053672259,1237651252053672259,0.5037803
588007005805543782,1237651252053737790,1237651252053737790,0.3122474
588007006310695080,1237651252558889097,1237651252558889097,0.43408
588007006313447623,1237651252561641716,1237651252561641716,0.7806508
588007006313447623,1237651252561641716,1237651252561641716,0.7806508
588007006313447623,1237651252561641716,1237651252561641716,0.7806508
588007006313447623,1237651252561641716,1237651252561641716,0.7806508
588007006315151510,1237651252563345558,1237651252563345558,0.1821104
588007006315675732,1237651252563869779,1237651252563869779,0.2641622
588007006316265639,1237651252564459684,1237651252564459684,0.3987486
588007006316396684,1237651252564590715,1237651252564590715,0.7557154
588007006316789892,1237651252564983921,1237651252564983921,0.3101768
588007006316986539,1237651252565180586,1237651252565180586,0.4144392
588007006318297260,1237651252566491295,1237651252566491295,0.475162
588007006328455271,1237651252576649384,1237651252576649384,0.9053852
588007006328586374,1237651252576780406,1237651252576780406,0.2953671
588007006329438349,1237651252577632378,1237651252577632378,0.4643095
588007006331338914,1237651252579532956,1237651252579532956,0.7211948
588007006331928740,1237651252580122785,1237651252580122785,0.5998542
588007006331928740,1237651252580122785,1237651252580122785,0.5998542
588007006332780681,1237651252580974728,1237651252580974728,0.4667662
588007006335533069,1237651252583727121,1237651252583727121,0.838061
588007006335926408,1237651252584120436,1237651252584120436,0.5297826
588007006336843906,1237651252585037991,1237651252585037991,0.1748421
588007006336909507,1237651252585103584,1237651252585103584,0.2095707
588007006338547901,1237651252586741803,1237651252586741803,0.5904998
587725550131216539,1237651271356121261,1237651271356121261,0.2039813
587725550133444716,1237651271358349433,1237651271358349433,0.3422519
587725550134231137,1237651271359135904,1237651271359135904,0.2679371
587725550134231137,1237651271359135904,1237651271359135904,0.2679371
587725550134886613,1237651271359791314,1237651271359791314,0.5785502
587725550134886613,1237651271359791314,1237651271359791314,0.5785502
587725550135869559,1237651271360774258,1237651271360774258,0.7641417
587725550137376845,1237651271362281536,1237651271362281536,0.2139527
587725550138359919,1237651271363264621,1237651271363264621,0.6111606
587725550139277436,1237651271364182214,1237651271364182214,0.8860972
587725550139277408,1237651271364182239,1237651271364182239,0.377216
587725550139277460,1237651271364182251,1237651271364182251,0.2819913
587725550139408424,1237651271364313133,1237651271364313133,0.7394
587725550139408502,1237651271364313214,1237651271364313214,0.8042977
587725550141046851,1237651271365951560,1237651271365951560,0.5023978
587725550141702211,1237651271366606917,1237651271366606917,0.5541627
587725550143471779,1237651271368376493,1237651271368376493,0.2139127
587725550657208675,1237651271882113195,1237651271882113195,0.5721018
587725550657798410,1237651271882703163,1237651271882703163,0.5494922
587725550658257041,1237651271883161737,1237651271883161737,0.4626756
587725550658715937,1237651271883620690,1237651271883620690,0.6962571
587725550658912418,1237651271883817118,1237651271883817118,0.6021737
587725550659043606,1237651271883948307,1237651271883948307,0.2142925
587725550659174609,1237651271884079302,1237651271884079302,0.9241307
587725550659174616,1237651271884079312,1237651271884079312,0.6616067
587725550659174554,1237651271884079452,1237651271884079452,0.7885543
587725550659633284,1237651271884538006,1237651271884538006,0.7080813
587725550660288686,1237651271885193397,1237651271885193397,0.5642176
587725550660288686,1237651271885193397,1237651271885193397,0.5642176
587725550661599418,1237651271886504120,1237651271886504120,0.4479359
587725550661796094,1237651271886700796,1237651271886700796,0.1936796
587725550661861550,1237651271886766269,1237651271886766269,0.5431557
587725550661927151,1237651271886831832,1237651271886831832,0.7833778
587725550661927157,1237651271886831841,1237651271886831841,0.4603053
587725550661992687,1237651271886897425,1237651271886897425,0.565244
587725550662058201,1237651271886962927,1237651271886962927,0.4484497
587725550662123733,1237651271887028448,1237651271887028448,0.4492829
587725550662123780,1237651271887028487,1237651271887028487,0.1905813
587725550662254815,1237651271887159422,1237651271887159422,0.4214929
587725550662254826,1237651271887159530,1237651271887159530,0.4626855
587725550662320340,1237651271887225036,1237651271887225036,0.2489169
587725550662385814,1237651271887290538,1237651271887290538,0.869718
587725550662385818,1237651271887290547,1237651271887290547,0.877263
587725550662385833,1237651271887290561,1237651271887290561,0.2190018
587725550662385835,1237651271887290566,1237651271887290566,0.6881905
587725550662385851,1237651271887290583,1237651271887290583,0.3223973
587725550662385854,1237651271887290590,1237651271887290590,0.6445661
587725550662516856,1237651271887421589,1237651271887421589,0.8753043
587725550662713507,1237651271887618204,1237651271887618204,0.288946
587725550662779026,1237651271887683763,1237651271887683763,0.6779945
587725550663368939,1237651271888273676,1237651271888273676,0.7723633
587725550663434429,1237651271888339113,1237651271888339113,0.1999729
587725550664220924,1237651271889125663,1237651271889125663,0.4077799
587725550665597061,1237651271890501812,1237651271890501812,0.7283467
587725550667759735,1237651271892664420,1237651271892664420,0.6814563
587725550667956323,1237651271892861014,1237651271892861014,0.7746046
587725550668611721,1237651271893516407,1237651271893516407,0.5691498
587725550670250139,1237651271895154847,1237651271895154847,0.5541635
587725550670839862,1237651271895744566,1237651271895744566,0.6489123
587725550670905474,1237651271895810249,1237651271895810249,0.7346658
587725550671364327,1237651271896269062,1237651271896269062,0.6757745
587725550673985655,1237651271898890366,1237651271898890366,0.700509
587725550674051092,1237651271898955793,1237651271898955793,0.5106033
587725550674641037,1237651271899545803,1237651271899545803,0.6313785
587725550679752846,1237651271904657545,1237651271904657545,0.407565
587725551190802727,1237651272415707476,1237651272415707476,0.8850359
587725551191064946,1237651272415969667,1237651272415969667,0.2155617
587725551192441165,1237651272417345835,1237651272417345835,0.4763238
587725551192965413,1237651272417870076,1237651272417870076,0.7430663
587725551193227563,1237651272418132259,1237651272418132259,0.6051568
587725551193489729,1237651272418394401,1237651272418394401,0.7651841
587725551193948206,1237651272418852909,1237651272418852909,0.3587233
587725551194276038,1237651272419180696,1237651272419180696,0.9998763
587725551194276038,1237651272419180696,1237651272419180696,0.9998763
587725551194276038,1237651272419180696,1237651272419180696,0.9998763
587725551194603780,1237651272419508496,1237651272419508496,0.3527543
587725551195783402,1237651272420688127,1237651272420688127,0.2197734
587725551196307695,1237651272421212395,1237651272421212395,0.9114977
587725551196307720,1237651272421212427,1237651272421212427,0.229997
587725551196766406,1237651272421671096,1237651272421671096,0.428508
587725551196897456,1237651272421802180,1237651272421802180,0.752107
587725551196897456,1237651272421802180,1237651272421802180,0.752107
587725551196897496,1237651272421802231,1237651272421802231,0.5919691
587725551196897496,1237651272421802231,1237651272421802231,0.5919691
587725551198797870,1237651272423702570,1237651272423702570,0.7169456
587725551198798021,1237651272423702764,1237651272423702764,0.3315691
587725551198994501,1237651272423899184,1237651272423899184,0.4951454
587725551199060054,1237651272423964743,1237651272423964743,0.6070715
587725551199125604,1237651272424030313,1237651272424030313,0.3745125
587725551199256760,1237651272424161434,1237651272424161434,0.2270901
587725551199322263,1237651272424226923,1237651272424226923,0.7226113
587725551199322297,1237651272424227038,1237651272424227038,0.3880791
587725551199977587,1237651272424882309,1237651272424882309,0.5336552
587725551200370871,1237651272425275590,1237651272425275590,0.9366435
587725551200698512,1237651272425603233,1237651272425603233,0.8846585
587725551200895094,1237651272425799806,1237651272425799806,0.7978184
587725551200895153,1237651272425799881,1237651272425799881,0.6081505
587725551200960628,1237651272425865340,1237651272425865340,0.580467
587725551200960632,1237651272425865349,1237651272425865349,0.5131585
587725551201091727,1237651272425996438,1237651272425996438,0.6098117
587725551201091727,1237651272425996438,1237651272425996438,0.6098117
587725551201091727,1237651272425996438,1237651272425996438,0.6098117
587725551201091727,1237651272425996438,1237651272425996438,0.6098117
587725551201681468,1237651272426586175,1237651272426586175,0.8497972
587725551204565283,1237651272429469987,1237651272429469987,0.9136295
587725551205154910,1237651272430059607,1237651272430059607,0.4962942
587725551205220521,1237651272430125219,1237651272430125219,0.237491
587725551205220521,1237651272430125219,1237651272430125219,0.237491
587725551207907396,1237651272432812091,1237651272432812091,0.4303204
587725551208038505,1237651272432943198,1237651272432943198,0.2283817
587725551208103993,1237651272433008690,1237651272433008690,0.4465538
587725551208431776,1237651272433336485,1237651272433336485,0.6686238
587725551208759311,1237651272433664016,1237651272433664016,0.3937799
587725551209349251,1237651272434253949,1237651272434253949,0.5739153
587725551209807977,1237651272434712692,1237651272434712692,0.7301483
587725551209807998,1237651272434712713,1237651272434712713,0.1622151
587725551209808123,1237651272434712834,1237651272434712834,0.6114444
587725551210922135,1237651272435826885,1237651272435826885,0.977684
587725551212494919,1237651272437399607,1237651272437399607,0.8867289
587725551212757092,1237651272437661789,1237651272437661789,0.3528251
587725551215837190,1237651272440741893,1237651272440741893,0.7794769
587725551216099349,1237651272441004054,1237651272441004054,0.7805316
587725551216754776,1237651272441659485,1237651272441659485,0.7541298
587725551216820340,1237651272441725119,1237651272441725119,0.8283053
587725551728067000,1237651272952971780,1237651272952971780,0.3000013
587725551728656815,1237651272953561609,1237651272953561609,0.2762683
587725551730688349,1237651272955593030,1237651272955593030,0.4555356
587725551730753851,1237651272955658509,1237651272955658509,0.2851699
587725551731016044,1237651272955920758,1237651272955920758,0.8200139
587725551731409149,1237651272956313858,1237651272956313858,0.7212424
587725551731409159,1237651272956313866,1237651272956313866,0.8563946
587725551731409196,1237651272956313914,1237651272956313914,0.6238346
587725551731474737,1237651272956379434,1237651272956379434,0.2864094
587725551731736682,1237651272956641539,1237651272956641539,0.3162881
587725551731802406,1237651272956707100,1237651272956707100,0.3395605
587725551731933533,1237651272956838243,1237651272956838243,0.6250066
587725551731998974,1237651272956903644,1237651272956903644,0.3709537
587725551732129882,1237651272957034726,1237651272957034726,0.8453053
587725551733309605,1237651272958214314,1237651272958214314,0.2211963
587725551733309661,1237651272958214378,1237651272958214378,0.7864226
587725551733506087,1237651272958410795,1237651272958410795,0.5762267
587725551733506103,1237651272958410810,1237651272958410810,0.1501292
587725551733571814,1237651272958476588,1237651272958476588,0.7654358
587725551733571814,1237651272958476588,1237651272958476588,0.7654358
587725551735668859,1237651272960573553,1237651272960573553,0.4703668
587725551735930932,1237651272960835635,1237651272960835635,0.7561784
587725551736520947,1237651272961425646,1237651272961425646,0.2636134
587725551736651944,1237651272961556647,1237651272961556647,0.367212
587725551736717466,1237651272961622182,1237651272961622182,0.9390218
587725551737438400,1237651272962343104,1237651272962343104,0.7558116
587725551737438429,1237651272962343130,1237651272962343130,0.494417
587725551737569461,1237651272962474146,1237651272962474146,0.7146546
587725551737766072,1237651272962670777,1237651272962670777,0.626438
587725551737831520,1237651272962736214,1237651272962736214,0.2261736
587725551737962661,1237651272962867346,1237651272962867346,0.7483685
587725551739404484,1237651272964309181,1237651272964309181,0.8216146
587725551739404388,1237651272964309188,1237651272964309188,0.5106516
587725551740059665,1237651272964964370,1237651272964964370,0.8660839
587725551742156892,1237651272967061585,1237651272967061585,0.2988012
587725551742156924,1237651272967061620,1237651272967061620,0.1926739
587725551742746817,1237651272967651506,1237651272967651506,0.683233
587725551743074423,1237651272967979134,1237651272967979134,0.2824098
587725551743729750,1237651272968634471,1237651272968634471,0.8272218
587725551743991936,1237651272968896643,1237651272968896643,0.260895
587725551744057604,1237651272968962324,1237651272968962324,0.3223506
587725551744123037,1237651272969027736,1237651272969027736,0.7421039
587725551744254002,1237651272969158706,1237651272969158706,0.5097148
587725551744909417,1237651272969814122,1237651272969814122,0.9561836
587725551745499177,1237651272970403877,1237651272970403877,0.9757138
587725551746285596,1237651272971190298,1237651272971190298,0.8573364
587725551746285792,1237651272971190570,1237651272971190570,0.7762693
587725551747006618,1237651272971911312,1237651272971911312,0.2885976
587725551747006643,1237651272971911335,1237651272971911335,0.96047
587725551747203109,1237651272972107811,1237651272972107811,0.8337345
587725551747334296,1237651272972239017,1237651272972239017,0.6693124
587725551747399802,1237651272972304496,1237651272972304496,0.6802364
587725551747399852,1237651272972304542,1237651272972304542,0.4505135
587725551747793030,1237651272972697700,1237651272972697700,0.7179807
587725551747989590,1237651272972894412,1237651272972894412,0.3956659
587725551748382798,1237651272973287512,1237651272973287512,0.1908916
587725551754084489,1237651272978989180,1237651272978989180,0.4734669
587725552265003227,1237651273489907916,1237651273489907916,0.7706973
587725552265003227,1237651273489907916,1237651273489907916,0.7706973
587725552265068970,1237651273489973730,1237651273489973730,0.8441865
587725552265331049,1237651273490235828,1237651273490235828,0.5120082
587725552265396652,1237651273490301401,1237651273490301401,0.4309773
587725552265527713,1237651273490432444,1237651273490432444,0.1718802
587725552267428212,1237651273492332908,1237651273492332908,0.733869
587725552267493633,1237651273492398342,1237651273492398342,0.7749396
587725552267886887,1237651273492791612,1237651273492791612,0.4806104
587725552267886938,1237651273492791661,1237651273492791661,0.5767571
587725552267886964,1237651273492791698,1237651273492791698,0.4122499
587725552267886967,1237651273492791704,1237651273492791704,0.45339
587725552268148878,1237651273493053573,1237651273493053573,0.729041
587725552268345545,1237651273493250244,1237651273493250244,0.3738143
587725552268476555,1237651273493381243,1237651273493381243,0.7240456
587725552268673189,1237651273493577891,1237651273493577891,0.4388666
587725552268738825,1237651273493643550,1237651273493643550,0.4424533
587725552268738890,1237651273493643616,1237651273493643616,0.3268289
587725552268804121,1237651273493708821,1237651273493708821,0.9628041
587725552268804308,1237651273493709028,1237651273493709028,0.7919643
587725552268869929,1237651273493774665,1237651273493774665,0.3678093
587725552268935379,1237651273493840061,1237651273493840061,0.6950576
587725552268935400,1237651273493840291,1237651273493840291,0.3180358
587725552269328859,1237651273494233559,1237651273494233559,0.5546299
587725552269459549,1237651273494364243,1237651273494364243,0.5043338
587725552269525277,1237651273494430032,1237651273494430032,0.8568138
587725552270049494,1237651273494954261,1237651273494954261,0.32189
587725552270246076,1237651273495150782,1237651273495150782,0.5458806
587725552270901473,1237651273495806164,1237651273495806164,0.1850048
587725552272146587,1237651273497051281,1237651273497051281,0.5675142
587725552272277703,1237651273497182464,1237651273497182464,0.501343
587725552272670846,1237651273497575618,1237651273497575618,0.1888589
587725552272933069,1237651273497837791,1237651273497837791,0.2800675
587725552273064181,1237651273497968864,1237651273497968864,0.2214726
587725552273391845,1237651273498296533,1237651273498296533,0.5499954
587725552273719446,1237651273498624131,1237651273498624131,0.837501
587725552274374836,1237651273499279612,1237651273499279612,0.730845
587725552274571446,1237651273499476136,1237651273499476136,0.5251083
587725552275030120,1237651273499934817,1237651273499934817,0.8235006
587725552275226743,1237651273500131444,1237651273500131444,0.2131342
587725552275357842,1237651273500262580,1237651273500262580,0.3286403
587725552275357842,1237651273500262580,1237651273500262580,0.3286403
587725552275357842,1237651273500262580,1237651273500262580,0.3286403
587725552275357842,1237651273500262580,1237651273500262580,0.3286403
587725552277389415,1237651273502294195,1237651273502294195,0.3908937
587725552277389472,1237651273502294259,1237651273502294259,0.9161865
587725552277979259,1237651273502883942,1237651273502883942,0.3103798
587725552278241473,1237651273503146157,1237651273503146157,0.2760209
587725552278765639,1237651273503670348,1237651273503670348,0.5677193
587725552278765709,1237651273503670430,1237651273503670430,0.4457192
587725552280469700,1237651273505374511,1237651273505374511,0.2065472
587725552281649329,1237651273506554009,1237651273506554009,0.2603166
587725552281977037,1237651273506881740,1237651273506881740,0.7420834
587725552282370124,1237651273507274837,1237651273507274837,0.2772255
587725552283615384,1237651273508520087,1237651273508520087,0.3783946
587725552283877471,1237651273508782152,1237651273508782152,0.3774641
587725552284139603,1237651273509044337,1237651273509044337,0.5001475
587725552284270761,1237651273509175506,1237651273509175506,0.6184603
587725552284336268,1237651273509241023,1237651273509241023,0.4407928
587725552284729466,1237651273509634234,1237651273509634234,0.523344
587725552284729367,1237651273509634249,1237651273509634249,0.3738688
587725552284729505,1237651273509634275,1237651273509634275,0.3363904
587725552285909043,1237651273510813739,1237651273510813739,0.4027491
587725552285909054,1237651273510813752,1237651273510813752,0.4409327
