,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ID,SAMPLE,AGCNR,SDSS,OBJID,SPECOBJID,PLATEID,MJD,FIBERID,RA,DEC,Z_SDSS,LUMDIST,INCL,NUVR_GEXT,D25_G,R50_R,R50KPC,R50_Z,R50_NUV,R50_NUV_ERR,R50_SFR,R50_SFR_ERR,MASS,MASS_ERR,MUST,CINDX,SFR_SDSS,SFR_SED,SFR_BEST,SFR_ERR,SFR_CASE,SFR_IR,SFR_IR_ERR,SSFR,DELTAMS_P10,DELTAMS_S16,DELTAMS_W12,DELTAMS_W14,D4000,N2HA,O3HB,BALMER,BALMER_ERR,AGNCLASS,Z_PP04_N2,Z_PP04_O3N2,Z_MZR,Z_FIBER,HISRC,ZHI,W50COR,LOGMHI,LOGMHIMS,HICONF,GROUPID,ENVIRONMENT,NGROUP,LOGMHALO,LOGRNORM,FLAG_CO,XCO,XCO_G12,XCO_A16,XCO_A16_ERR,ICO,ICO_ERR,ICO_COR,ICO_COR_ERR,F_RECOV,LCO,LCO_ERR,LCO_COR,LCO_COR_ERR,RMS_CO,SN_CO,WCO,WCO_FLAG,Z_CO,WCO_TFR,WCO_TFR_ERR,WCO_TFR_FLAG,LOGMH2,LOGMH2_ERR,LIMLOGMH2,MH2_ERR,LOGMH2MS,LOGRMOL,FLAGRMOL,FLAG_CO21,ICO21,ICO21_ERR,ICO21_COR,LCO21,LCO21_ERR,LCO21_COR,RMS_CO21,SN_CO21,WCO21,WCO21_FLAG,Z_CO21,FLAG_APEX,QUAL_APEX,ICO_APEX,LCO_APEX,RMS_APEX,SN_APEX,WCO_APEX,ZCO_APEX,FLAG_IRAS,LIR,IRCOL,FLAG_PACS,WEIGHT,LOGLCO,LOGLCO_COR,LOGLCO_ERR,LOGLCO_COR_ERR,LOGLCO21,LOGLCO21_ERR
83,83,88,449,108094,L,4545,J084256.38+133829.6,587742061587071020,683652318733795328,2428,53801,416,130.73493957519528,13.641590118408205,0.016808103770017624,72.91703000000003,59.750523,1.807523,63.828148,9.119876,3.1182778,8.565818,0.0,0.0,0.0,0.0,9.678985,0.13756657,7.9474154000000015,2.2185264,0.4117001,1.418287,1.4875541,0.17008159,1,0.50065804,0.008248493,-9.506511999999999,0.46138638,0.38751107,0.34628218,-0.0029253294,0.0,-0.43051973,-0.32912356,0.5371499,0.011595496,1,8.704048,8.697553,8.6043625,8.965694000000003,1,0.016775,90.0,9.88,0.201,0.0,433446,1,1,0.0,-99.0,1,5.676863,4.626034,4.542986,1.7260008999999998,1.76,0.18027045,2.6082678,0.47375196,0.6747773,137712300.0,20903748.0,204085550.0,37069020.0,0.003820000000000001,15.634228,40.262024,1,0.016800046000000003,37.431717,4.8213040000000005,0.0,8.967153999999997,0.17089106,0.0,364828350.0,-0.71183103,-0.91284657,1,1,1.47,0.32170454,3.6822832,36193064.0,7920729.5,90661976.0,0.004903,11.255269,32.896446000000005,1,0.016775131000000002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.787792999999999,0.44265592,0,1.3682128999999998,8.138972,8.309813,0.06592281,0.078882955,7.558625350777867,0.09504387676319148
84,84,89,450,123006,L,330123,J231347.06+134115.3,587730773346943249,209641799923269632,744,52251,218,348.44610595703125,13.687614440917967,0.015351667068898678,66.52534,24.44024,2.5129762,45.593784,7.801409,2.4406304,7.1831675000000015,0.0,0.0,0.0,0.0,9.844591000000001,0.09149694400000001,8.343122,1.9462912,0.0867301,1.4421283,1.096004,0.13595773,1,0.45760053,0.0067755184,-9.804779,0.17968023,0.16285329999999998,0.09983415,-0.2590839,0.0,-0.33921173,-0.42076759999999996,0.6660246,0.010122661,1,8.813891,8.756098,8.648212,9.088191,2,0.015324,166.0,9.38,-0.465,0.0,156615,1,1,0.0,-99.0,1,4.783614599999999,3.898132,3.5240517,1.3388808,1.8,0.17711708,2.7751915,0.49785298,0.64860386,117400856.0,17810646.0,181005470.0,32471314.0,0.001947,17.454792,130.05695,1,0.015396595,127.947624,9.740961,0.0,8.804734,0.17044407,0.0,250340910.0,-1.0398571,-0.5752659000000001,1,1,2.75,0.5596078,7.5714564,56439016.0,11484987.0,155391100.0,0.0021219999999999998,26.633986,109.76203000000001,1,0.01540041,1,1.0,1.03,107063450.0,0.001662,11.182796000000002,149.30603,0.015549364,1,9.725800999999999,0.47156859999999995,0,1.3601689,8.069672,8.257691000000001,0.06588593,0.07790986400000001,7.75157943333363,0.0883762126333064
85,85,90,452,113091,L,0,J135049.14+171655.4,587742595231711349,772037317668896768,2742,54233,612,207.70480346679688,17.282093048095707,0.017482351511716843,75.88071,73.00493,2.207849,47.772873,6.1870437,2.1985464,5.778358,0.0,0.0,0.0,0.0,9.164159,0.07530069,7.741064999999999,2.5200392999999996,-0.4320999,0.29923588,0.20400488,0.11639446,1,0.049366127999999995,0.0035791525,-9.854517999999999,0.061897755,-0.15120155,-0.15817809,-0.39222929999999995,0.0,-0.80100787,0.17754069,0.54514647,0.008203176999999999,1,8.387927000000001,8.416864,8.448482499999999,8.659553,3,0.017485,206.0,9.573,0.409,0.0,452793,1,1,0.0,-99.0,1,12.899780999999999,10.511937,12.067622,4.584810299999999,0.309,0.07902526,0.3749778,0.11117671400000001,0.82404876,26165880.0,8120634.5,31752832.0,9414359.0,0.0010890000000000001,4.1167393,220.24407999999997,1,0.017513633,0.0,0.0,0.0,8.583405,0.19890015,0.0,175491200.0,-0.58075464,-0.9895954,1,1,0.297,0.08893837,0.49174598,7913731.0,2369812.5,13102847.0,0.001232,4.486797,133.83466,1,0.017438889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.869660000000001,0.41875,0,2.652031,7.4177356,7.5017824000000015,0.13478418,0.12876345,6.89838128383737,0.13005199341440213
86,86,92,456,113098,L,0,J131335.27+290735.4,587739707403075670,565714744443404288,2009,53857,58,198.39698791503903,29.12652969360352,0.01999332755804062,86.94382,67.00489,4.4217086,31.87663,3.966597,1.6070782,3.8367940000000003,0.0,0.0,0.0,0.0,9.857445,0.098031044,8.67609,2.4983969,-0.8762099,0.3236966,0.2210007,0.3123765,9,0.19879165,0.0,-10.513050999999999,-0.5273066,-0.5394259,-0.61020416,-0.9669506,0.0,-0.41501588,-0.49659494,0.6808144,0.03165115,1,8.721663000000001,8.756103999999999,8.6514435,9.034902,3,0.020037,294.0,8.93,-0.927,0.0,381876,1,1,0.0,-99.0,1,4.7835197,3.8980550000000003,3.1842662999999995,1.2097874,1.97,0.23528403,2.1843235,0.41882299999999995,0.9018811,218467740.0,28931054.0,242235650.0,46446350.0,0.002135,11.2763405,310.42032,1,0.020085096,0.0,0.0,0.0,8.887247,0.17296077,0.0,307192350.0,-0.9701973,-0.04275322,1,1,2.32,0.48317757,3.1403608,80957496.0,16860710.0,109584376.0,0.001841,17.213764,248.46571,1,0.020019053999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.3601689,8.339387,8.384238,0.057512365,0.08327179,7.90825706705748,0.0904488611403072
87,87,93,459,109088,L,191417,J095853.32+152247.7,587745404152840232,727563927369547776,2584,54153,521,149.7222137451172,15.3799467086792,0.01551918499171734,67.259796,48.43062000000001,2.1865647,52.522819999999996,8.917324,2.819608,7.5872765,0.0,0.0,0.0,0.0,9.52267,0.08328533,7.964410000000001,1.9960697,-0.2701199,0.46886516,0.3201131,0.23576358,9,0.07134752,0.0,-10.017366,-0.06509948,-0.18701833,-0.21018335,-0.53411174,0.0,-0.48196092,-0.5274826,0.53166735,0.008542901,1,8.648475,8.744567,8.559498,8.996779,1,0.015513999999999997,195.0,9.46,-0.063,0.0,469655,1,1,0.0,-99.0,1,4.947671,4.0318203,3.5199466,1.3373211999999999,0.523,0.10922505,0.806243,0.20730878,0.6486878,34863084.0,11224076.0,53744010.0,13819165.0,0.001737,5.183676999999999,156.41476,1,0.015468478999999999,116.37874,37.501606,0.0,8.276866,0.18828543,0.0,82015960.0,-1.2458037,-1.1831341,1,1,0.774,0.19598829999999998,2.111039,16235026.0,4110950.0,44280068.0,0.002444,6.4391937000000015,112.1415,1,0.015518665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0439148,7.542366,7.73033,0.13981993,0.11166988,7.210452988474646,0.10996982082937058
88,88,94,460,111057,L,210806,J114832.44+124219.0,588017704003043414,453121482470457344,1609,53142,427,177.13519287109375,12.705292701721193,0.01463453471660614,63.38323000000001,71.87477,2.6062138,47.473087,7.176818400000001,2.1422092999999998,5.7901654,0.0,0.0,0.0,0.0,9.286787,0.08772755,8.013366,2.373928,-0.6514399000000001,0.33924136,0.1320109,0.089333266,2,-99.0,0.0,-10.166177000000001,-0.2374984,-0.42218249999999996,-0.42909148,-0.69773227,0.0,-0.56061983,-0.26451102,0.5638516,0.01628057,1,8.5715685,8.635244,8.487322,8.82077,2,0.014637,215.0,9.01,-0.27699999999999997,0.0,269006,1,1,0.0,-99.0,1,6.8114494999999975,5.5506,5.133268,1.9502648,0.473,0.09822958,0.60323995,0.15453812,0.7840991999999999,28024718.0,7422520.5,35741292.0,9156211.0,0.001739,5.2179465,125.9719,1,0.014625311,0.0,0.0,0.0,8.263564,0.18804124,0.0,79438840.0,-1.0232228,-0.7464360999999999,1,1,0.508,0.12082867,0.9330193999999999,9470912.0,2252672.5,17394772.0,0.001529,7.767723599999999,84.81541,2,0.0147295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.9850717,7.447541,7.55317,0.11502559,0.11125764,6.976391801336622,0.10329767991564096
89,89,95,462,109092,L,191269,J093802.63+273923.5,587739406766833786,547416642355724288,1944,53385,191,144.510986328125,27.656574249267567,0.017953936010599136,77.95533,72.85061999999998,2.9505546000000002,47.330055,6.623246000000001,2.4156575,5.989917299999999,0.0,0.0,0.0,0.0,9.69856,0.090854645,8.221608999999999,2.270104,-0.41421992,0.49626255,0.40101057,0.14724898,1,0.22261384,0.0055419756,-10.095403999999998,-0.12554786,-0.19302109,-0.23811255,-0.58908385,0.0,-0.49594215,-0.33495536,0.64297676,0.013697978999999999,1,8.634111,8.678484,8.609749,8.881142,1,0.017952000000000003,236.0,9.17,-0.529,0.0,366916,1,1,0.0,-99.0,1,6.002415,4.891324,4.4880486,1.7051289,0.866,0.14621915,1.0729916000000002,0.24233557,0.8070892,77361064.0,16184051.0,95851940.0,21648196.0,0.002206,6.725451,157.95443999999995,1,0.017815948,0.0,0.0,0.0,8.633658,0.18056029,0.0,178853060.0,-1.0649013999999999,-0.53634167,1,1,1.11,0.28535777,1.9193016999999999,31201506.0,8021254.0,53950544.0,0.003153,6.1910725,149.905,1,0.017830849,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.3682128999999998,7.8885226,7.9816008,0.09085506,0.09808557,7.494175556573093,0.11164801949445602
90,90,96,465,110054,L,0,J104402.45+221527.1,587741815713234950,697445695291916288,2477,54058,152,161.01025390625,22.25754165649414,0.01961732655763626,85.284584,41.426155,3.0212724,37.03353,5.2112093,2.0725715,5.1044903,0.0,0.0,0.0,0.0,9.753099,0.083312035,8.339872,2.2552733,-0.21932991,0.42228818,0.19931535,0.12029089999999999,1,0.11261977,0.004573258,-10.453559,-0.47824895,-0.5274055000000001,-0.5818245,-0.9369063,0.0,-0.47068408,-0.31208885,0.5577082,0.01108223,1,8.660287,8.679249,8.624504,8.969683999999997,3,0.019757,119.0,8.814,-0.9390000000000001,0.0,1338,0,13,13.1943,-0.65235525,1,5.988999,4.880391,4.260943,1.6188455,0.557,0.08744052,0.6854600000000001,0.148832,0.812593,59456600.0,11486415.0,73168980.0,15886974.0,0.001721,7.4035053,88.59795,1,0.019699216000000002,110.28676599999999,32.64008,0.0,8.493833,0.17853063,0.0,128162520.0,-1.2592667,-0.32016754,1,1,0.574,0.19086899,1.0170398999999999,19279902.0,6411037.0,34161028.0,0.0027429999999999998,3.7642841000000002,143.27066000000005,1,0.019637227,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.5965234,7.7742,7.864327,0.08390131,0.09429714,7.285104822047757,0.14441349299273296
91,91,97,467,123010,L,12481,J231736.39+140004.3,587727221409054747,209641799277346816,744,52251,64,349.4016418457031,14.001197814941404,0.01471144799143076,63.720062,35.132816,2.1366487000000003,48.76406,6.533233,1.9601716,5.864231,0.0,0.0,0.0,0.0,9.941844,0.09270859,8.65291,2.5436182,0.18105009,2.4056842,2.4290986,0.1616852,1,1.3164101000000001,0.015251622,-9.556398,0.43778524,0.45760968,0.3783574,0.027349607999999997,0.0,-0.46329084,-0.72786003,0.59131885,0.004981150399999999,1,8.668142999999999,8.814662,8.671833,9.139897999999999,1,0.014713999999999996,236.0,9.78,-0.162,0.0,22677,1,1,0.0,-2.8367321,1,4.030696,3.2845845000000002,3.112131,1.1823813,6.13,0.5110714,8.372059,1.4367516000000002,0.73219746,367038340.0,41793070.0,501283260.0,86026570.0,0.00297,42.60457,108.8042,1,0.014785886000000003,101.29656999999999,2.9420542999999997,1.0,9.193141,0.16892609,0.0,606810940.0,-0.7487029000000001,-0.58685875,1,1,7.83,1.5733062,17.226212,147523340.0,29642322.0,324555330.0,0.003037,51.701622,115.28568999999999,1,0.014744163000000001,1,1.0,3.33,317760830.0,0.0038909999999999995,14.837059,161.74693,0.014833059,1,10.183069999999999,0.511254,0,1.2395568000000001,8.564712,8.700083,0.04945124,0.07453044,8.168860736458665,0.08726413647765406
92,92,98,469,108113,L,0,J081825.78+295734.3,587732470385279247,262279200751222784,931,52619,131,124.60739135742188,29.959556579589844,0.01990579627454281,86.55747,43.081154,3.1292465,35.393147,5.3193154,2.1459277,5.063468,0.0,0.0,0.0,0.0,9.879421,0.09088278,8.460827,2.0395388999999997,-0.4863799,0.89527816,0.6112424,0.29334408,9,0.43136800000000003,0.0,-10.093207000000001,-0.105265945,-0.10924092,-0.18360423,-0.5392824,0.0,-0.40670905,-0.5912824999999999,0.60581636,0.01984582,1,8.731272,8.789063,8.656875999999999,9.073634,3,0.019894,248.0,9.434,-0.445,0.0,184465,1,1,0.0,-99.0,1,4.344000299999999,3.5398939,2.9920306,1.1367519,1.05,0.14960937,1.2966708,0.26826364,0.80976605,115419560.0,20309038.0,142534450.0,29488448.0,0.001832,8.481276,211.71669,1,0.019862771,193.0395,53.26854300000001,0.0,8.629886,0.17622201,0.0,173045980.0,-1.2495353,-0.80411434,1,1,1.22,0.2752392,2.1768506000000003,42198588.0,9520250.0,75295100.0,0.001936,9.579135,200.6348,1,0.019825935,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.3601689,8.06228,8.15392,0.07641775,0.08984965,7.625297919348692,0.09797939308631447
93,93,101,475,101021,L,0,J011653.59+000911.3,588015509277769830,112249474956394496,398,51789,516,19.22327423095703,0.15312722325325012,0.018955912441015244,82.368095,59.77529000000001,2.3292894,33.797096,5.0263777,1.9332066000000003,4.2157860000000005,0.0,0.0,0.0,0.0,9.219521499999999,0.074950695,8.001538,2.1949737000000002,-0.7310899000000001,0.29977995,0.27630463,0.10870718,1,0.07391407,0.0066471463,-9.778133,0.1438185,-0.056786478,-0.06697386,-0.3154805,0.0,-0.5184310000000001,-0.35829487,0.48419650000000003,0.014969283,1,8.611647999999999,8.678756,8.466092999999999,8.913763000000003,3,0.018956,170.0,9.155,-0.065,0.0,333059,1,1,0.0,-99.0,1,5.997646,4.8874373,4.5943765999999995,1.7455256999999995,0.321,0.09076927,0.37700403,0.12067606,0.8514497999999999,31982226.0,10621441.0,37562080.0,12023330.0,0.001213,3.6870751000000004,238.82205,3,0.018884897,0.0,0.0,0.0,8.236977,0.20568475,0.0,81732430.0,-0.9825453000000002,-0.9180231,1,1,0.303,0.10280835,0.47672564,9499359.0,3223146.5,14945834.0,0.00165,3.6484332000000004,117.45036999999999,1,0.018962145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.9850717,7.5049085999999985,7.5747494999999985,0.14423114,0.13901429,6.977694300851471,0.1473567573681318
94,94,102,476,109100,L,190788,J094631.02+155310.7,587742567855095951,727282202357792768,2583,54095,300,146.62925720214844,15.886324882507324,0.012682917527854444,54.84927,66.48859,2.7242203,50.05597,7.865698299999999,2.0395581999999997,7.3693023,0.0,0.0,0.0,0.0,9.507858,0.092894554,8.147228,2.0988393,-0.69736993,0.24304622,0.13043869,0.09677359,1,0.07185215,0.0031781021999999996,-10.392452,-0.44166595,-0.56786025,-0.5861586,-0.9083707000000001,0.0,-0.4448687,-0.40713996,0.509404,0.017294047,1,8.688107,8.717926,8.555107000000001,8.897605,1,0.012702,218.0,9.11,-0.39799999999999996,0.0,446305,1,1,0.0,-99.0,1,5.348528400000001,4.3584760000000005,3.6852272000000004,1.4001156000000001,0.7170000000000001,0.11945835,0.9624944,0.21577573,0.74493945,31873408.0,7128610.5,42786576.0,9592061.0,0.0016359999999999999,6.842511,190.19128,1,0.012781501,219.09865,9.187196,1.0,8.197772,0.18016815,0.0,65413252.0,-1.3100865,-0.91222763,1,1,0.665,0.17669083,1.3678415000000002,9302056.0,2471560.8,19133440.0,0.002168,5.7169237,133.45958000000002,2,0.012619257,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0439148,7.5034285,7.6313076,0.09713164,0.097361825,6.968578949711918,0.1153922549088488
95,95,103,478,109102,L,0,J092115.44+030904.0,587728879797338373,160102217284583424,568,52254,308,140.31439208984378,3.151090145111084,0.011742055416107178,50.744009999999996,64.88945,2.4558096000000003,65.81755,8.009549,1.9249883999999997,6.3229184,0.0,0.0,0.0,0.0,9.377235,0.08573151,8.215580000000001,2.5971627,-0.4860399,0.7373453000000001,0.38032803,0.09384951,1,0.107773066,0.0033227296,-9.797077,0.14064613,-0.021279246,-0.028980172999999998,-0.3219741,0.0,-0.9410333000000001,0.2965211,0.60102445,0.008484482,1,8.308823,8.333982,8.515497,8.477519000000001,3,0.011734999999999999,246.0,9.757,0.38,0.0,118677,1,1,0.0,-99.0,1,16.437746,13.394998000000001,16.755201,6.365746,0.46399999999999997,0.09082032,0.6313371,0.15568776,0.7349481,17670908.0,4706166.5,24043750.0,5929190.0,0.001231,5.5979085,210.1929,1,0.011770725,126.83718,3.4236379,1.0,8.605152,0.18560983,0.0,172174500.0,-0.7720835,-1.1518478,1,1,0.616,0.14232256,1.3049549999999999,7381922.0,1705542.1,15638110.0,0.001611,8.644844,90.69969,1,0.011875628999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.410373,0.37868482,1,2.2287464,7.2472587,7.3810024000000025,0.115662545,0.107097045,6.868169451974708,0.10034074089155698
96,96,104,480,109103,L,0,J093640.73+024212.8,587727944568275153,134487015210090496,477,52026,322,144.16973876953125,2.703550100326538,0.01893640123307705,82.282104,70.66512,3.596031,30.710546,4.2595873,1.6366419,4.0111894999999995,0.0,0.0,0.0,0.0,9.45266,0.0889802,8.278761,2.2811577,-0.79463995,0.34751785,0.13619518,0.10888751599999999,1,0.10724169,0.0059900330000000005,-10.318498,-0.37323177,-0.51495284,-0.5367974,-0.8441156999999999,0.0,-0.5056765000000001,-0.4467445,0.6102845,0.022842875,1,8.624291,8.711142,8.538549,8.920497,3,0.018926,216.0,8.827,-0.626,0.0,113116,1,1,0.0,-99.0,1,5.4557033,4.445812,3.8065872000000014,1.4462235,0.275,0.07876577,0.30760264,0.099454634,0.89401054,27342454.0,8759910.0,30584040.0,9888487.0,0.001132,3.6360754999999996,206.94576999999998,1,0.018851876,0.0,0.0,0.0,8.0660305,0.20663525,0.0,55392456.0,-1.3866290000000001,-0.76096916,1,1,0.598,0.14422974,0.8244916999999999,18709144.0,4512399.5,25795206.0,0.001441,7.4183854999999985,145.0793,1,0.018798828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.1970787,7.436837700000001,7.4854949999999985,0.13913822,0.14041688,7.272053917666719,0.10474611788722094
97,97,105,481,111067,L,213092,J112938.20+095803.3,587732771588014140,344470591278940160,1223,52781,499,172.4091796875,9.96759033203125,0.01967155933380127,85.52384,60.414097,2.106101,20.810398,3.1042862,1.2379503,2.9700043,0.0,0.0,0.0,0.0,9.268587,0.082597256,8.32341,2.3903425,-0.5716998999999999,0.21040775,0.31474456,0.14787029,1,0.14180991,0.0049625332,-9.770629,0.15622973,-0.032841623,-0.045553952,-0.30687875,0.0,-0.64679176,-0.018462239,0.53200597,0.010093691,1,8.497536,8.5289345,8.481602,8.8303,1,0.019637,213.0,9.4,0.131,0.0,200246,1,1,0.0,-99.0,1,9.29508,7.574492,8.067053,3.0648875,0.31,0.054469183,0.33423272,0.07721641,0.9274975000000001,33274912.0,6303668.0,35876012.0,8288287.5,0.0010960000000000002,6.3922940000000015,90.76923000000001,2,0.019685984,0.0,0.0,0.0,8.461519000000001,0.1817911,0.0,121145570.0,-0.80706805,-0.9384804,1,1,0.276,0.08910157,0.3470527,9322069.0,3009460.2,11721917.0,0.001898,3.946059200000001,62.957634,1,0.019788504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.9850717,7.522117,7.5548043000000025,0.08227364,0.10033327,6.9695123131651515,0.14020406396556995
98,98,106,482,109106,L,0,J095351.47+133654.4,587745539443458197,727563926434217984,2584,54153,298,148.46453857421875,13.615106582641602,0.016252398490905758,70.47664,52.455096999999995,2.3098907000000004,51.018963,7.758743300000001,2.566896,7.357462,0.0,0.0,0.0,0.0,9.6469345,0.093080044,8.076065,2.247515,-0.083349906,1.1508174999999998,0.48422098,0.113152295,1,0.24244808,0.0050662938,-9.961891,0.002802223,-0.08136913,-0.11809074,-0.46331036,0.0,-0.49799449999999995,-0.4061049000000001,0.5990623,0.007027446800000001,1,8.632029,8.700595,8.595406,9.079775,3,0.016261,165.0,8.686,-0.961,0.0,470352,1,1,0.0,-99.0,1,5.626588,4.585065,4.2035103,1.5970252,1.29,0.15834907,1.8128296000000002,0.35137045,0.7115946999999999,94345144.0,16274686.0,132582690.0,25697748.0,0.0022170000000000002,10.740983,136.05356,1,0.016275048,118.56334,16.063456,0.0,8.7460985,0.17339832,0.0,222514900.0,-0.9008356,0.060098648,1,1,1.22,0.2908239,2.8046072,28076158.0,6692801.0,64543104.0,0.003054,7.709402000000001,124.47729,1,0.016293645,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.52877,0.37603992,0,1.3682128999999998,7.974719500000001,8.122487,0.07491648,0.08417683,7.448337677761228,0.10352721845975384
99,99,107,483,114113,L,240018,J140309.85+121013.4,587736479198806103,479582952204795904,1703,53799,458,210.7910461425781,12.170401573181152,0.017120853066444397,74.29136,24.806835,1.6936802,26.172962,4.609219599999999,1.604706,4.660174,0.0,0.0,0.0,0.0,9.072095,0.12902546,7.8535748,1.9180392,-0.31409990000000004,0.31741497,0.24372463,0.09547412,1,0.042649463,0.0024085918,-9.685196000000001,0.22201377,-0.0106883645,-0.016207643,-0.22452670000000002,0.0,-0.6284484,0.07644658,0.5312218000000001,0.01941602,1,8.512459,8.504433,8.419054,8.620192999999999,1,0.01715,39.0,8.78,-0.292,0.0,283248,1,1,0.0,,1,9.9855175,8.137124,8.877704,3.3728752,0.12300000000000001,0.031683486000000004,0.14934982,0.044518337000000005,0.82356983,9987350.0,3123760.0,12126901.0,3614798.2,0.0009818,4.0841084,43.623398,1,0.017175198,0.0,0.0,0.0,8.03205,0.19934845,0.0,49417264.0,-1.0400444,-0.7479496,1,1,0.204,0.051175885,0.35186052,5212226.0,1307550.4,8990081.0,0.0011710000000000002,6.6035976,32.265266,1,0.017163396,1,1.0,0.198,25622148.0,0.001865,4.490508999999999,27.173607,0.017203446,0,0.0,0.0,0,3.8818371,6.99945,7.08375,0.13583499999999998,0.12945491,6.717023238280953,0.10894806240757587
100,100,108,485,114115,L,0,J140832.78+030127.5,587726016156729515,149967998088642560,532,51993,535,212.13658142089844,3.024296998977661,0.017531277611851692,76.09588000000002,77.864235,3.0667807999999996,60.94055600000001,7.464481399999999,2.6597457,6.853343,0.0,0.0,0.0,0.0,9.647295,0.08733988,8.073628999999999,2.5535798,-0.4373799,0.54913396,0.3267297,0.11104732,1,0.21034311,0.0044121559999999995,-10.133106,-0.16837674,-0.252432,-0.29078838,-0.6354989000000001,0.0,-0.5482559,-0.26527667,0.60290045,0.014787246499999997,1,8.583041,8.639446000000001,8.595500999999999,8.826639,3,0.017544999999999998,215.0,9.431000000000001,-0.21600000000000005,0.0,88104,1,1,0.0,-99.0,1,6.7282753,5.4828220000000005,5.154054599999999,1.9581621999999999,0.938,0.11978797,1.1980319,0.23601155,0.7829508000000001,79876390.0,13028497.0,102019680.0,20097814.0,0.00156,10.045938,166.0831,1,0.017539501000000002,161.99442,29.127809999999997,0.0,8.720833,0.1740719,0.0,210754660.0,-0.9264620000000001,-0.71016693,1,1,0.828,0.19176236,1.4992651000000001,22186758.0,5138387.5,40173708.0,0.002278,8.563228,83.52724,1,0.017602444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.3682128999999998,7.9024186,8.008683999999999,0.070837006,0.08555575,7.3460938463701435,0.10058131688868853
101,101,110,488,113114,L,230082,J130638.16+285053.9,587739719754711169,565714745055772672,2009,53857,205,196.65902709960938,28.848466873168945,0.015984734520316124,69.3019,55.99324,2.0124433,51.433468,7.906067399999999,2.5733932999999998,6.280678,0.0,0.0,0.0,0.0,9.032011,0.06116867,7.6127267000000005,2.2634676,-0.32664990000000005,0.7378935000000001,0.8413318000000001,0.13635516,1,0.15292187,0.0038612254,-9.107042999999999,0.79615736,0.5553584,0.55133545,0.3538883,0.0,-0.8932226999999999,0.30081967,0.54041725,0.008563153,1,8.333996,8.347906,8.40621,8.620517999999999,1,0.015847999999999998,171.0,9.65,0.618,0.0,44711,2,2,0.0,-99.0,1,15.781898000000002,12.860552,17.279491,6.564937599999999,0.306,0.056959975999999995,0.42814106,0.10235122599999999,0.7147177,21645398.0,5637407.5,30285242.0,7239977.5,0.001202,5.9496956,84.87784,1,0.016028881000000002,109.59976,4.271078,0.0,8.718762,0.18373977,0.0,221401860.0,-0.31324905,-0.9312372,1,1,0.39799999999999996,0.0921727,0.90344995,8858808.0,2051608.6,20109268.0,0.001084,8.564299,85.20671999999998,1,0.016127229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.503903,0.5582706999999999,0,3.8818371,7.3353660000000005,7.481231,0.11310926,0.10382226,6.9473752891727045,0.10057812450673452
