,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,MDust_MCMC,MH2_MCMC,LCO_MCMC,GasFrac,NUMID,Inclination
88,88,88,919,0.026303865,9.4350025e-06,184.50127,3.0013697,51.131165,3.0459561,0.5573137,0.007432346320723545,587725076069023912,0.24973320000000004,146.5912,0.8967179,9.077970500000001,8.998153,9.175884,-0.9259061,-1.1312499,-0.6963590999999999,-0.91380453,0.0,-4.250176604908962,1,8.739769,8.702701,8.81545,8.759075,7.602296159267424,8.776051442623139,7.948741374015808,-0.3019190414230541,88,75.53827509642842
90,90,90,924,0.030532537000000002,5.666730400000001e-06,2139.695,15.964476000000001,612.72797,7.6184187,0.5430842,0.0018033545791116671,588848900971888657,0.8489758,146.79908999999995,0.70274156,9.564083,9.47232,9.745411,0.5231707999999999,0.25487423,1.0613045,0.65808934,0.0,-4.801395875942356,1,8.671248,8.661000999999999,8.686863,8.673932,7.56572640478611,8.736066613793373,7.886985446214676,-0.8280164884715072,90,31.89955411454573
92,92,92,981,0.020131253,6.666494e-06,473.6742,4.980221,116.54307,3.3810642,0.60899323,0.0032972734328016113,588848900971888858,0.8769478,146.84222,0.7408431,9.300351,9.197773,9.401096,-0.99250406,-1.1547368,-0.8060183000000001,-0.98037755,0.0,-3.8940969190204937,1,8.713225,8.683432,8.784044999999999,8.733738,7.735112606883049,8.921270982623101,8.173030627965929,-0.3790801495003148,92,28.723657982736434
93,93,93,997,0.020162074,7.609901e-06,2891.1116,21.44574,794.5548,9.272701,0.560941,0.0016504796289391482,588848900435148906,0.3499667,147.19292,0.27191842,9.370325999999999,9.296456,9.503810000000001,-0.06951979,-0.20896211,0.13707227,-0.035944923999999996,0.0,-3.902982692439024,1,8.894356,8.88297,8.931575,8.907272,7.6116183209419255,8.786244156360626,7.964483857154846,-0.5840818846861383,93,69.51472164791318
94,94,94,999,0.046558477,5.708207e-06,212.59708999999998,3.508145,74.679146,2.6870293999999997,0.45435798,0.006038800640139785,587728947973193882,0.828649,148.59859,-0.73222756,9.622324,9.530331,9.738407,-0.27367076,-0.5006024,0.009289617,-0.2456564,0.0,-4.438425822184759,1,8.565597,8.501819,8.648264,8.575041,7.337700012922287,8.486745928525924,7.501913640499115,-1.1355780525885928,94,34.039793267912096
95,95,95,1053,0.02139691,7.505855599999999e-06,1253.1031,10.343629,293.00775,4.6460247,0.63110775,0.0018153133222331614,587728948510261378,0.4168523,149.09028999999995,-0.25137207,9.548556,9.4619,9.646119,-0.32605138,-0.44034952,-0.16541919,-0.30288434,0.0,-3.5638718345360685,1,8.968657,8.954054,8.979465,8.966759,7.791946911215782,8.983412770628929,8.269007624387742,-0.5651435653475329,95,65.36398108671422
96,96,96,1057,0.04578607,8.429626e-06,404.65024,4.871091000000002,91.85473,2.8954763,0.6439783,0.0033264824423670865,587728949047197701,0.460571,149.11248999999995,0.12973010000000001,10.036804,9.960519999999999,10.12765,0.0735803,-0.1369761,0.3481864,0.105605155,0.0,-4.342593618718344,1,8.744435000000001,8.724325,8.80862,8.766473,7.825024225115776,9.019579016566276,8.324865812063218,-1.017225196188531,96,62.57604077208404
97,97,97,1074,0.04863385,5.8680052e-06,821.1564,7.370894,185.92862,3.8383536,0.6450796,0.002213628097970932,588848899093430500,0.5590727,148.24551,-0.97315013,9.94955,9.874758,10.048675999999999,0.18352482,0.03554792,0.38812262,0.21183527,0.0,-3.892814220133296,1,8.867019,8.847386,8.876038000000003,8.8617115,7.827854604721067,9.022673711776733,8.329645519256593,-0.9268759515974552,97,56.00830699966641
100,100,100,1107,0.048764262,9.606961e-06,102.77664,2.0971932,31.357796,1.9280366000000002,0.5155489000000001,0.008584088239506408,587725084651749513,0.333946,148.09525,-1.1431803,9.315481,9.251305,9.402247000000001,-0.27757459999999995,-0.6365854000000001,0.06800004,-0.2842927,0.0,-5.006297372508381,1,8.479321,8.244454,8.624342,8.434399,7.494960634112357,8.658692366480828,7.767482160329819,-0.656788809690379,100,70.49154250355713
101,101,101,1123,0.047588896,7.1483979999999996e-06,158.41246,2.5954883,42.718845,2.0010953000000002,0.5691698000000001,0.005811987240240058,588848899898933327,0.9032413,148.54938,-0.06612528,9.488363,9.427135,9.571453,0.02350009,-0.2217802,0.33519733,0.056708567,0.0,-4.585136649281738,1,8.608326,8.561308,8.6641245,8.612717,7.632766435742378,8.809367192387581,8.000197016000746,-0.678996066980498,101,25.41255236962506
102,102,102,1142,0.045653347000000004,1.1216385e-05,559.7024,7.05019,129.39156,3.9650302,0.6360511999999999,0.003326404758851416,588848900167172158,0.7581289000000001,148.18303,-0.058259825999999994,10.626868,10.544744,10.721191000000001,0.62633336,0.42938329999999997,0.86349994,0.64644164,0.0,-4.196979495821641,1,9.173613000000001,9.162831,9.236376,9.199603999999999,7.804651527404784,8.997303810119629,8.290462112426757,-1.6295644540265115,102,40.700477642133244
104,104,104,1155,0.03704123,7.1214699999999965e-06,142.79953,2.5390146000000002,38.72056,2.020909,0.56678516,0.006493027743383283,588848899898605723,0.8936321,147.8307,-0.17603576,9.11881,9.031665,9.227972,-0.68590593,-0.87577033,-0.43642527,-0.65609777,0.0,-4.205056976316897,1,8.494446,8.267502,8.625005,8.446253,7.6266378527879715,8.802666290402412,7.989847580194472,-0.3161434272168446,104,26.666735646770352
106,106,106,1183,0.036806922,8.958124e-06,323.26333999999997,3.8713477,70.00838,2.2754182999999997,0.6644064000000001,0.0032578674813122004,587725073922064514,0.3330785,147.8093,-0.7284915,10.064539,9.97729,10.156624,-0.20186317,-0.38867652,0.07702703,-0.15582475,0.0,-4.274090768125179,1,8.93554,8.924207000000003,8.95247,8.938338,7.877524496316909,9.076982036828994,8.413523857593537,-0.9875569141151426,106,70.54426519183436
107,107,107,1188,0.037274107,9.543527e-06,172.95317,2.5011322,46.194922999999996,1.896508,0.5733343000000001,0.005049038880606562,587725084651552847,0.6518676999999999,147.65921,-1.0037984,9.590242,9.521419999999999,9.681688000000001,-0.23994166,-0.5575161,0.07351354,-0.24200128,0.0,-4.836085389182811,1,8.808477,8.783353,8.849960000000003,8.816656,7.643469091057778,8.82106931746006,8.018270760774612,-0.7691730670988833,107,49.31743309320828
108,108,108,1193,0.037154604,6.2849644999999995e-06,732.10724,6.706946,147.4689,3.155749,0.6958743000000001,0.002036359075990735,588848899361734804,0.7215307,147.86931,-0.5626916000000001,9.880125,9.791718,9.970487,-0.055576414000000005,-0.17016527,0.10021727,-0.034974,0.0,-3.5494051510419955,1,8.949847,8.942675,8.957021000000003,8.949848,7.958396883606911,9.165406709313393,8.550094348192214,-0.7147183418370618,108,43.8189971077808
109,109,109,1195,0.052526075,8.525056e-06,257.36295,3.9824119,65.85088,2.6736758,0.5919844,0.0048283257128024755,587725074458935430,0.7423418,147.7359,-0.31801105,9.910865,9.826130000000001,10.007353,-0.18676804,-0.38963592,0.060256507,-0.16468970000000002,0.0,-4.2696060434554015,1,8.983016000000003,8.952911,8.996668,8.974789999999997,7.691399885416031,8.873476139307023,8.099212257862092,-1.0373886824982377,109,42.06871507579524
111,111,111,1247,0.056613732,1.1376952000000005e-05,86.15946,2.0516503,21.422134,1.9313627,0.6044403,0.010069040281793836,587725074458476823,0.7130483,146.78847,-0.31065753,9.405702,9.318319,9.504146,-0.3580281,-0.65828884,-0.080168635,-0.36922872,0.0,-4.602256260285421,1,8.678571,8.478639999999999,8.754463000000001,8.616551,7.72341149866581,8.908477163910867,8.1532707798481,-0.4972244598974467,111,44.516522244723404
112,112,112,1251,0.036578003,8.119063e-06,190.57191,2.9721467,49.477129999999995,2.0462062,0.5856544,0.004983654854427254,587725074458738900,0.8382681000000001,147.36287,-0.32793275,9.297723,9.220586,9.399889,-0.5540215000000001,-0.7592532,-0.29776514,-0.52850914,0.0,-4.32405659997084,1,8.651776,8.485441999999999,8.781042,8.633242,7.675131751298902,8.855688802003861,8.071740000247956,-0.4420340268898376,112,33.04231538748532
114,114,114,1254,0.036204018,1.1914673e-05,181.89796,2.9988132000000003,41.813472999999995,2.1758102999999998,0.6385116,0.005449393851349764,587725074458738921,0.6157135,147.39153000000005,-0.24981181,9.793032,9.703702999999999,9.886352,-0.48548383,-0.701498,-0.23638888,-0.46894342,0.0,-4.363756657416632,1,8.937495,8.876892999999997,8.95927,8.918080999999997,7.810974807143213,9.00421759068966,8.301140335798264,-0.7888140920173259,114,51.996217220211136
115,115,115,1267,0.025528982000000002,6.0881634000000015e-06,318.01398,3.6854253,82.50458499999998,3.035689,0.58596814,0.004346445874580661,587726031697346774,0.2578978,147.24571,1.1384966,9.284393,9.167809,9.409682,-1.0186778,-1.1056674,-0.9073209000000001,-1.0064942,0.0,-3.1064569893949763,1,8.598559,8.556524000000001,8.647455,8.601989999999999,7.675938111543656,8.856570464372632,8.07310171365738,-0.4278228567185461,115,75.05463848260987
123,123,123,1338,0.02513117,7.2892585e-06,794.56775,6.9121914,187.69699,3.635218,0.62667364,0.002178169679757853,587725076069548159,0.5812295999999999,147.74023,0.8631924999999999,9.507603,9.428089,9.606095,-0.4198738,-0.5578779,-0.22773579,-0.39280683,0.0,-3.7594828472172894,1,8.949436,8.942234,8.956639,8.949436,7.780551251769066,8.970952925086019,8.249763592481614,-0.5366497498074336,123,54.462927298014975
126,126,126,1365,0.04666209599999999,6.6743087e-06,563.0275,5.9362497,206.28874,3.6794894,0.43605408,0.003296969650994177,587725076069679105,0.6288535,147.99448,0.9846775999999999,9.149796499999999,9.064910000000001,9.284305,-0.43597440000000004,-0.5723020000000001,-0.22476408,-0.39853305,0.0,-3.873893467009319,1,8.688056,8.664914,8.758136,8.711525,7.2906589874625185,8.435311966836453,7.422474710345267,-0.7144845004400033,126,51.034413592301576
127,127,127,1377,0.03107532,1.2134437e-05,54.51644,1.6218006999999999,15.571283,1.7995729999999999,0.5442030999999999,0.01480327399468191,587725075532742907,0.3588751,147.95131999999995,0.60521716,9.202699,9.111903,9.299096,-1.2009653,-1.5658959,-0.83027196,-1.1980839,0.0,-4.969832223862206,1,8.332509,8.171151,8.498378,8.3347645,7.5686019736528385,8.739210718274116,7.891841465234758,-0.4634879795728258,127,68.9688718705792
128,128,128,1387,0.020633133,5.568155799999998e-06,1615.8629,12.721537,491.25622999999996,5.8602989999999995,0.51709646,0.001887165817087689,587725075532742742,0.8957896999999999,147.89719,0.43473977,9.396222999999999,9.303869,9.498045,-0.39477885,-0.5472889,-0.17857139,-0.36293015,0.0,-3.94743846599747,1,8.769572,8.7624445,8.776701,8.769573,7.498937901854515,8.663041052222251,7.7741986358165756,-0.7331820258895221,128,26.389954892699865
129,129,129,1394,0.03552244,4.5098327e-06,1489.1985,11.722151,435.30405,6.5248384,0.5341599,0.0021492581802608607,587728949583675452,0.3287717,148.24725,0.5028872,9.228323,9.173508,9.309336,-0.026666515,-0.16269533,0.21546069,0.026382677,0.0,-3.976875927231232,1,8.403792,8.265885,8.452719,8.3593025,7.542790939807893,8.710989315509796,7.848253960609436,-0.5173336641201918,129,70.80576036456587
133,133,133,1436,0.046552446,1.126055e-05,70.88,2.0887146,19.00775,1.6330405000000001,0.571593,0.010578151736388285,587725076069679204,0.9315199,148.07487,0.8894851999999999,9.58652,9.509115,9.682005,-0.35574526,-0.63514155,-0.054972146,-0.34505686,0.0,-4.6802653385757695,1,8.649027,8.562099,8.719607,8.640854,7.638993975520132,8.816176292300224,8.0107135617733,-0.7703438963120042,133,21.327007252167522
134,134,134,1437,0.04833083,8.389367e-06,183.42659,2.8622696,53.028248,2.2643419999999996,0.53895503,0.0057079925903594465,587727942422560971,0.7694003,148.18634,1.0591506000000002,9.6382065,9.556543,9.742972,-0.20784298,-0.42464533,0.062311646,-0.18116684,0.0,-4.351067775726301,1,8.75015,8.720413,8.816638000000003,8.768526,7.555114434361457,8.72446364223957,7.8690648424625405,-0.9137428586801272,134,39.699933179634826
135,135,135,1441,0.046884246,1.1716376e-05,163.41664,3.2824404,26.775915,2.2002716,0.78555197,0.006019577549344682,587725076069679197,0.5458430999999999,148.05469,0.9245205,9.981749,9.888005,10.081292999999999,-0.14574476,-0.36503756,0.056065224000000004,-0.15448616,0.0,-4.1188313833146895,1,8.96355,8.914566,8.9919,8.953234,8.188868550658226,9.417401022315026,8.939295529127124,-0.5643475385117466,135,56.91770301894028
136,136,136,1445,0.034545325,6.6085862999999996e-06,475.1909,4.81842,129.862,3.066569,0.5633859999999999,0.0030501127971389076,588848900972609620,0.8395614,148.52473,0.6505495,9.800086,9.727224,9.900822,0.15594071,-0.06845857,0.4263763,0.17895886,0.0,-4.386798149053306,1,8.934453,8.874672,8.952102,8.913387,7.617902079224588,8.793114724755288,7.975095340013504,-1.0069713040876451,136,32.906166513284425
137,137,137,1448,0.03512238,5.7862485000000025e-06,578.2524,5.734830400000001,136.3546,3.132781,0.6274476,0.002562712823566353,587728949583806670,0.5999284,148.5425,0.6054721,9.507027,9.428754,9.602949,-0.33981177,-0.47591513,-0.13474582,-0.3053305,0.0,-3.8480585611331737,1,8.598339,8.580615,8.617004,8.59881,7.782540345191956,8.97312777042389,8.253122606277465,-0.5338989201951742,137,53.13523015433322
138,138,138,1451,0.036452666,1.183934e-05,46.107834000000004,1.6110543,17.24395,1.7704573000000001,0.42713797,0.017615363282063513,588848900972675465,0.5629590999999999,148.64485,0.6322880999999999,9.063957,8.995261,9.14979,-0.6974439,-1.163924,-0.37243247,-0.7681781999999999,0.0,-5.1414172360592225,1,8.640353999999999,8.463089,8.735863,8.599476,7.26774458527565,8.410257698297501,7.383778793811798,-0.65369950337806,138,55.73931273534506
139,139,139,1452,0.034671236,9.771765000000001e-06,568.1908,5.560901,103.94924,3.017,0.73767287,0.002433611319609901,588848900972675253,0.4217223,148.55893999999995,0.6383194999999999,10.296057000000001,10.215167,10.388982,0.41209692,0.25793323,0.6112499,0.4345916,0.0,-3.881769808953364,1,9.073844,9.0507145,9.111509,9.081112,8.065819264054298,9.282860751748084,8.731500235795975,-1.0131960185072626,139,65.05662867362128
140,140,140,1475,0.028836137,1.1747198000000001e-05,375.54544,4.4863887,88.90245,2.8681400000000004,0.62574875,0.0035369176773503634,588848900972675246,0.5041665,148.55167,0.8053039000000001,9.670417,9.580297,9.762299,-0.45998248,-0.61174136,-0.2649328,-0.43833710000000004,0.0,-3.881251524893972,1,9.069864,9.060186999999999,9.07954,9.069864,7.778174296617508,8.968353997468949,8.245749590396882,-0.7020628196487454,140,59.72396160502117
141,141,141,1489,0.047553178,5.7049800000000024e-06,330.71243,3.748957,104.60237,2.5391247000000003,0.499909,0.003680081510413432,587728949583937692,0.7345232,148.81046,0.61289954,9.214755,9.14758,9.30654,-0.50985783,-0.6727721999999999,-0.29591322,-0.48434272,0.0,-4.001438873952495,1,8.681463,8.652674000000001,8.699574,8.676125,7.454766164720057,8.614744327962399,7.6996051186323164,-0.6000107369818036,141,42.733057529009166
142,142,142,1502,0.046204805,9.321425e-06,105.963936,2.5591418999999997,25.53657,1.949798,0.6179955,0.008381506996584612,587728950120677497,0.879433,148.56255,0.97277313,9.646659,9.576364,9.737814,-0.18396492,-0.48668635,0.11623030000000001,-0.18522802,0.0,-4.7963806388691745,1,8.967412,8.902419,9.006722,8.954571000000003,7.758248436450957,8.946567356586458,8.212100472450256,-0.7000915429551231,142,28.425957979319378
144,144,144,1506,0.047137562,8.108467e-06,302.20734,4.23329,86.11896,3.1273708,0.54520625,0.004817034468807907,588848900972740749,0.9274135,148.76193,0.7574841,9.616385000000001,9.552298,9.706693,0.051148143,-0.183447,0.3491619,0.082857445,0.0,-4.484004794157447,1,8.88185,8.861986,8.897035,8.879511,7.571180059313773,8.742029559016228,7.896195119619369,-0.8743559063661296,144,21.964849224567285
145,145,145,1515,0.035461787,6.5891079999999995e-06,420.51937999999996,4.6228356,106.90276999999999,2.950669,0.5947971,0.0032801290779562358,588848900435935483,0.5182806,148.92473999999999,0.22252607,9.520961,9.4359865,9.618425,-0.3326426,-0.43305509999999997,-0.2031727,-0.3181139,0.0,-3.291672268460536,1,8.549907000000001,8.511533,8.571458999999999,8.541496,7.698628482222557,8.881379780173301,8.1114193046093,-0.6395810165975686,145,58.78301194220635
146,146,146,1516,0.047478112999999995,7.330421999999999e-06,291.81686,3.8470294000000003,81.85916,2.5321887000000003,0.5520431,0.004096468332875809,588848900435935533,0.6698592,148.97539,0.33293438,9.785173,9.717001,9.871798,-0.004834878,-0.22743674,0.27473125,0.023647256000000002,0.0,-4.444744058439827,1,8.932976,8.922637,8.969768,8.946202,7.58875071644783,8.761241055727005,7.925866968631746,-1.0239323527022428,146,47.94380127800977
147,147,147,1517,0.03545549,7.0839469999999994e-06,152.95189,2.461179,48.142821999999995,2.2307918,0.5020233000000001,0.0067052110597739115,588848900436000809,0.466977,149.041,0.32583022,9.299997,9.250948,9.357688000000001,-0.12756412,-0.3983797,0.16648948,-0.115945116,0.0,-4.723233057973783,1,8.446827,8.312759,8.54877,8.430765,7.460199828743932,8.62068541586399,7.708781033754349,-0.6793119140643951,147,62.16175469112489
148,148,148,1537,0.046007726,7.3377328e-06,419.6267,5.2007794,93.89392,3.1230507000000003,0.65022564,0.003449310813335891,588848899362652365,0.472649,150.01692,-0.58805615,9.907157000000002,9.820089,10.000376,-0.0679485,-0.21199986,0.10115819,-0.05542084,0.0,-3.743923700297692,1,9.092488000000001,9.081437,9.127463,9.10445,7.841079893112183,9.037134046554566,8.351979274749755,-0.870022903108715,148,61.79361329334318
151,151,151,1552,0.04516219,7.812687e-06,113.394424,2.7753913,30.904518,1.9774752,0.5645697,0.008108780061791221,587728948510916741,0.3181004000000001,150.51385,-0.21379653,9.251246,9.19556,9.33003,-0.25780666,-0.69368404,0.045893863,-0.32389509999999994,0.0,-4.99212427882783,1,8.686882,8.614341,8.738633,8.676487,7.620944159030914,8.796440889835358,7.980232548713684,-0.4548055502526714,151,71.4519160396437
154,154,154,1566,0.035454895,1.1693134e-05,335.10696,4.096743,64.6968,2.4892066,0.71430063,0.003384915110881734,587728947973783727,0.4108544,149.91718,-0.7434746999999999,9.880773,9.790583999999999,9.972000999999999,-0.09927395,-0.26694906,0.09594585,-0.08550160400000001,0.0,-3.981489027197022,1,8.955671,8.862171,9.070722,8.966446000000003,8.005752625465393,9.217184777259828,8.63006474494934,-0.6635878230017969,154,65.74148181993061
156,156,156,1583,0.032643553,9.332803e-06,128.2808,2.3945787,27.991743,1.9527245999999998,0.66113174,0.006843526973048388,588848899899654445,0.5565439999999999,150.30100000000004,-0.006601762,9.28467,9.200379,9.384112,-0.7218071,-0.9685104999999999,-0.42968747,-0.699099,0.0,-4.535958990641757,1,8.646369,8.578685,8.696562,8.637623,7.869108570814133,9.067780188322068,8.399311749935151,-0.2168896886180285,156,56.18287235394514
157,157,157,1585,0.032667145,1.0716536000000003e-05,154.11491,2.5551228999999998,31.060055,1.8788939999999998,0.6956424,0.005489965713836239,587728949047722144,0.4347787,150.359,0.08244983,9.630978,9.543975,9.728466000000001,-0.5319626999999999,-0.77695155,-0.1947182,-0.48583487,0.0,-4.6229214825961265,1,8.806663499999997,8.773076,8.852053,8.812565,7.957800998091698,9.164755176901815,8.54908806681633,-0.4662224536514018,157,64.22878694652933
159,159,159,1616,0.04281429,1.19558445e-05,305.87708,3.9612334000000002,75.599724,2.6406631000000003,0.6070267,0.00399869927185788,588848899899654332,0.4097481,150.20821999999995,-0.14916317,10.249808,10.160916,10.334674,-0.0010638237,-0.19714269,0.23354173,0.018199518,0.0,-4.194461067120026,1,9.101828,9.064591,9.114899000000001,9.089744999999999,7.730058609247206,8.915745016336441,8.164495861530304,-1.3340632811153363,159,65.81098817883964
160,160,160,1619,0.032746088,1.0599097e-05,361.54663,4.882787,59.74278,2.8469045,0.7818789,0.0035544253920664383,587728949047656624,0.6253388000000001,150.2317,0.08650776,10.240525,10.149581,10.337392,0.122558914,-0.050163652999999996,0.28802645,0.11893139999999998,0.0,-3.86463014377064,1,9.057439,9.012405000000001,9.094165,9.053286,8.179428743720054,9.407079676985742,8.923354376554489,-0.8334455584411918,160,51.29294120523685
162,162,162,1635,0.032731026,1.1630691999999995e-05,90.21249399999999,2.016093,28.643913,1.9470456000000005,0.49823433,0.009866928223170831,587725084652273777,0.2685428,149.2899,-1.1391806999999998,9.235268,9.179499,9.309092999999999,-0.3508522,-0.6859999,-0.04662898,-0.36631440000000004,0.0,-4.892445381388867,1,8.728461,8.673691,8.805736,8.739714,7.450462232232094,8.61003847181797,7.6923369991779325,-0.6252291746706544,162,74.42242665051819
164,164,164,1641,0.032824714,1.0496409000000001e-05,75.67235600000002,1.8614291,19.926954000000002,1.7888116000000005,0.5794963000000001,0.010644705785288,587728947973587251,0.4769178,149.55486000000005,-0.6715159,9.05108,8.975402,9.149763,-0.70088476,-0.9629628,-0.3909092,-0.67693603,0.0,-4.686755070444738,1,8.484066,8.298853,8.601987,8.45042,7.659305552840233,8.838384670615197,8.045014046430587,-0.2126950850040188,164,61.5157085909834
167,167,167,1664,0.04679211,9.661010000000004e-06,84.17003000000003,2.2145194999999998,29.259127000000003,1.8590373,0.4588960999999999,0.01038199135077985,587728948510654851,0.4107875,149.90198,-0.32174125,9.253987,9.186582000000001,9.340679,-0.38250690000000004,-0.69374985,-0.07538845,-0.38456914,0.0,-4.8499698382869605,1,8.673805,8.578880999999999,8.733988,8.656435,7.3493629783391965,8.499498042464257,7.521609076261518,-0.7544892748359959,167,65.74568607592794
169,169,169,1679,0.033072267,6.2900716999999995e-06,383.0684,4.0398083,82.12549,2.234496,0.6687984,0.0027169429910886386,588848899362521216,0.349429,149.61426,-0.42008805,9.600967,9.515525,9.717206,-0.17618065,-0.33945563,0.07596686,-0.13174438,0.0,-4.124444848687266,1,8.726148,8.708229,8.7378845,8.723057,7.888811854720116,9.089323467612267,8.432584999799731,-0.5116439526641211,169,69.54760581183135
171,171,171,1694,0.032833684,1.029372e-05,137.49448,2.6868237999999995,31.626389,2.1967137,0.6382357,0.007207983000638056,587728948510523580,0.7855681,149.60535,-0.3370553,9.314186999999999,9.21528,9.417759,-0.9342289,-1.1558188,-0.6984691999999999,-0.92714405,0.0,-4.307028611862727,1,8.602839,8.549878,8.668612,8.609245,7.8102657186985,9.003442283868788,8.299942886829376,-0.3107447562886937,171,38.22674886691547
173,173,173,1718,0.035404205,6.9679086e-06,172.91568,2.483244,46.789436,1.842773,0.56768656,0.004926393666221406,587728949047328904,0.7642247,149.41685,0.00042866105999999997,9.44934,9.375734,9.540214,-0.39405152,-0.742236,-0.066666484,-0.40445125,0.0,-4.893476755148103,1,8.640732,8.584954,8.674374,8.629663,7.628954453468323,8.80519922733307,7.993759660720825,-0.6441406494750184,173,40.16193287159109
174,174,174,1770,0.037386913,1.0449610999999999e-05,114.85864,2.2680477999999997,28.012508,2.007468,0.6128117,0.007873362346059922,587729151456247985,0.7368929,148.5938,-1.2570639,9.707326,9.605056,9.820188499999999,-0.62151164,-1.1836207,-0.12333337,-0.6534770000000001,0.0,-5.339888246224042,1,8.835385,8.756725999999999,8.889205,8.822966000000003,7.744926029443741,8.932000833749774,8.189602711200713,-0.7753250932231578,174,42.53259338674444
175,175,175,1771,0.04852381,6.56577e-06,406.22857999999997,4.350405,102.67979,2.777889,0.5972854999999999,0.003194025568819184,588848898825060453,0.2049173,148.26568999999995,-0.9602361999999999,9.357174,9.2901535,9.451093,-0.3115675,-0.44355124,-0.13280006,-0.28817564,0.0,-3.7505704551091728,1,8.873289,8.853133999999997,8.930669,8.891900999999997,7.705023758411407,8.888372280597686,8.122219109535218,-0.46880163797418,175,78.17534208652445
176,176,176,1783,0.035412032,7.0966967e-06,181.35953999999998,2.4449022,44.333115,1.9533755000000002,0.6118121999999999,0.004891714330266993,587728949047132306,0.9154776,149.06117,0.10304762,9.39703,9.321738999999999,9.494914999999999,-0.43861490000000003,-0.6476745,-0.16157901,-0.40462676,0.0,-4.398736645521597,1,8.6554365,8.609399,8.683622,8.646511,7.742357288002967,8.92919220983982,8.18526483654976,-0.4678376652746915,176,23.726356128594947
